,county_comm,congress_dist,county,municipality,state_rep,state_sen,ward_precinct,year,party,voters
359,2.0,2,KEN,VIENNA,76,17,1-1,2018,alliance,0.0
360,3.0,1,KEN,WATERVILLE,110,16,1-1,2018,alliance,0.0
361,3.0,1,KEN,WATERVILLE,110,16,2-1,2018,alliance,0.0
362,3.0,1,KEN,WATERVILLE,110,16,3-1,2018,alliance,0.0
363,3.0,1,KEN,WATERVILLE,109,16,4-1,2018,alliance,0.0
364,3.0,1,KEN,WATERVILLE,109,16,5-1,2018,alliance,0.0
365,3.0,1,KEN,WATERVILLE,109,16,6-1,2018,alliance,0.0
366,3.0,1,KEN,WATERVILLE,110,16,6-1,2018,alliance,0.0
367,3.0,1,KEN,WATERVILLE,109,16,7-1,2018,alliance,0.0
368,2.0,2,KEN,WAYNE,76,22,1-1,2018,alliance,0.0
369,2.0,2,KEN,WEST GARDINER,84,14,1-1,2018,alliance,0.0
370,1.0,1,KEN,WINDSOR,80,13,1-1,2018,alliance,0.0
371,3.0,1,KEN,WINSLOW,78,16,1-1,2018,alliance,0.0
372,3.0,1,KEN,WINSLOW,78,16,2-1,2018,alliance,0.0
373,3.0,1,KEN,WINSLOW,78,16,3-1,2018,alliance,0.0
374,3.0,1,KEN,WINSLOW,78,16,4-1,2018,alliance,0.0
375,3.0,1,KEN,WINSLOW,78,16,5-1,2018,alliance,0.0
376,2.0,1,KEN,WINTHROP,81,14,1-1,2018,alliance,0.0
377,3.0,1,KNO,APPLETON,95,12,1-1,2018,alliance,0.0
378,3.0,1,KNO,CAMDEN,94,12,1-1,2018,alliance,0.0
379,2.0,1,KNO,CUSHING,92,12,1-1,2018,alliance,0.0
380,2.0,1,KNO,FRIENDSHIP,91,12,1-1,2018,alliance,0.0
381,3.0,1,KNO,HOPE,95,12,1-1,2018,alliance,0.0
382,3.0,1,KNO,ISLE AU HAUT,134,12,1-1,2018,alliance,0.0
383,3.0,1,KNO,MATINICUS ISLE PLT,92,12,1-1,2018,alliance,0.0
384,3.0,1,KNO,NORTH HAVEN,134,12,1-1,2018,alliance,0.0
385,1.0,1,KNO,OWLS HEAD,93,12,1-1,2018,alliance,0.0
386,1.0,1,KNO,ROCKLAND,93,12,1-1,2018,alliance,0.0
387,3.0,1,KNO,ROCKPORT,94,12,1-1,2018,alliance,0.0
388,2.0,1,KNO,SAINT GEORGE,92,12,1-1,2018,alliance,0.0
389,1.0,1,KNO,SOUTH THOMASTON,92,12,1-1,2018,alliance,0.0
390,1.0,1,KNO,THOMASTON,92,12,1-1,2018,alliance,0.0
391,2.0,1,KNO,UNION,91,12,1-1,2018,alliance,0.0
392,2.0,1,KNO,UNION,95,12,1-1,2018,alliance,0.0
393,3.0,1,KNO,VINALHAVEN,134,12,1-1,2018,alliance,0.0
394,2.0,1,KNO,WARREN,95,12,1-1,2018,alliance,0.0
395,2.0,1,KNO,WASHINGTON,91,13,1-1,2018,alliance,0.0
396,3.0,1,LIN,ALNA,87,13,1-1,2018,alliance,0.0
397,1.0,1,LIN,BOOTHBAY,89,13,1-1,2018,alliance,0.0
398,1.0,1,LIN,BOOTHBAY HARBOR,89,13,1-1,2018,alliance,0.0
399,2.0,1,LIN,BREMEN,90,13,1-1,2018,alliance,0.0
400,2.0,1,LIN,BRISTOL,90,13,1-1,2018,alliance,0.0
401,3.0,1,LIN,DAMARISCOTTA,90,13,1-1,2018,alliance,0.0
402,3.0,1,LIN,DRESDEN,53,23,1-1,2018,alliance,0.0
403,1.0,1,LIN,EDGECOMB,89,13,1-1,2018,alliance,0.0
404,3.0,1,LIN,JEFFERSON,88,13,1-1,2018,alliance,0.0
405,2.0,1,LIN,MONHEGAN ISLAND PLT,90,13,1-1,2018,alliance,0.0
406,3.0,1,LIN,NEWCASTLE,90,13,1-1,2018,alliance,0.0
407,2.0,1,LIN,NOBLEBORO,88,13,1-1,2018,alliance,0.0
408,2.0,1,LIN,NOBLEBORO,90,13,1-1,2018,alliance,0.0
409,3.0,1,LIN,SOMERVILLE,80,13,1-1,2018,alliance,0.0
410,2.0,1,LIN,SOUTH BRISTOL,89,13,1-1,2018,alliance,0.0
411,2.0,1,LIN,SOUTH BRISTOL,90,13,1-1,2018,alliance,0.0
412,1.0,1,LIN,SOUTHPORT,89,13,1-1,2018,alliance,0.0
413,2.0,1,LIN,WALDOBORO,91,13,1-1,2018,alliance,0.0
414,1.0,1,LIN,WESTPORT ISLAND,89,13,1-1,2018,alliance,0.0
415,3.0,1,LIN,WHITEFIELD,88,13,1-1,2018,alliance,0.0
416,1.0,1,LIN,WISCASSET,87,13,1-1,2018,alliance,0.0
417,1.0,2,OXF,ALBANY TWP,117,18,1-1,2018,alliance,0.0
418,2.0,2,OXF,ANDOVER,117,18,1-1,2018,alliance,0.0
419,2.0,2,OXF,BETHEL,117,18,1-1,2018,alliance,0.0
420,1.0,2,OXF,BROWNFIELD,70,19,1-1,2018,alliance,0.0
421,3.0,2,OXF,BUCKFIELD,73,18,1-1,2018,alliance,0.0
422,2.0,2,OXF,BYRON,117,18,1-1,2018,alliance,0.0
423,2.0,2,OXF,CANTON,116,18,1-1,2018,alliance,0.0
424,1.0,2,OXF,DENMARK,69,19,1-1,2018,alliance,0.0
425,2.0,2,OXF,DIXFIELD,116,18,1-1,2018,alliance,0.0
426,1.0,2,OXF,FRYEBURG,70,19,1-1,2018,alliance,0.0
427,2.0,2,OXF,GILEAD,117,18,1-1,2018,alliance,0.0
428,1.0,2,OXF,GREENWOOD,117,18,1-1,2018,alliance,0.0
429,2.0,2,OXF,HANOVER,117,18,1-1,2018,alliance,0.0
430,3.0,2,OXF,HARTFORD,116,18,1-1,2018,alliance,0.0
431,3.0,2,OXF,HEBRON,73,18,1-1,2018,alliance,0.0
432,1.0,2,OXF,HIRAM,70,19,1-1,2018,alliance,0.0
433,2.0,2,OXF,LINCOLN PLT,117,18,1-1,2018,alliance,0.0
434,1.0,2,OXF,LOVELL,117,18,1-1,2018,alliance,0.0
435,1.0,2,OXF,LOVELL,70,18,1-1,2018,alliance,0.0
436,2.0,2,OXF,MAGALLOWAY PLT,117,18,1-1,2018,alliance,0.0
437,2.0,2,OXF,MEXICO,116,18,1-1,2018,alliance,0.0
438,2.0,2,OXF,NEWRY,117,18,1-1,2018,alliance,0.0
439,1.0,2,OXF,NORWAY,71,19,1-1,2018,alliance,0.0
440,3.0,2,OXF,OTISFIELD,72,19,1-1,2018,alliance,0.0
441,3.0,2,OXF,OXFORD,72,19,1-1,2018,alliance,0.0
442,3.0,2,OXF,PARIS,73,19,1-1,2018,alliance,0.0
443,2.0,2,OXF,PERU,116,18,1-1,2018,alliance,0.0
444,1.0,2,OXF,PORTER,70,19,1-1,2018,alliance,0.0
445,2.0,2,OXF,ROXBURY,115,18,1-1,2018,alliance,0.0
446,2.0,2,OXF,RUMFORD,115,18,1-1,2018,alliance,0.0
447,1.0,2,OXF,STONEHAM,117,18,1-1,2018,alliance,0.0
448,1.0,2,OXF,STOW,117,18,1-1,2018,alliance,0.0
449,3.0,2,OXF,SUMNER,115,18,1-1,2018,alliance,0.0
450,1.0,2,OXF,SWEDEN,71,18,1-1,2018,alliance,0.0
451,2.0,2,OXF,UPTON,117,18,1-1,2018,alliance,0.0
452,1.0,2,OXF,WATERFORD,71,18,1-1,2018,alliance,0.0
453,3.0,2,OXF,WEST PARIS,71,18,1-1,2018,alliance,0.0
454,3.0,2,OXF,WOODSTOCK,115,18,1-1,2018,alliance,0.0
455,3.0,2,PEN,ALTON,121,4,1-1,2018,alliance,0.0
456,1.0,2,PEN,BANGOR,124,9,1-1,2018,alliance,0.0
457,1.0,2,PEN,BANGOR,125,9,1-1,2018,alliance,0.0
458,1.0,2,PEN,BANGOR,126,9,1-1,2018,alliance,0.0
459,1.0,2,PEN,BANGOR,127,9,1-1,2018,alliance,0.0
460,3.0,2,PEN,BRADFORD,137,4,1-1,2018,alliance,0.0
461,3.0,2,PEN,BRADLEY,137,8,1-1,2018,alliance,0.0
462,1.0,2,PEN,BREWER,128,8,1-1,2018,alliance,0.0
463,1.0,2,PEN,BREWER,129,8,1-1,2018,alliance,0.0
464,3.0,2,PEN,BURLINGTON,141,8,1-1,2018,alliance,0.0
465,2.0,2,PEN,CARMEL,103,10,1-1,2018,alliance,0.0
466,3.0,2,PEN,CARROLL PLT,141,2,1-1,2018,alliance,0.0
467,2.0,2,PEN,CHARLESTON,104,4,1-1,2018,alliance,0.0
468,3.0,2,PEN,CHESTER,141,5,1-1,2018,alliance,0.0
469,1.0,2,PEN,CLIFTON,129,8,1-1,2018,alliance,0.0
470,2.0,2,PEN,CORINNA,100,10,1-1,2018,alliance,0.0
471,2.0,2,PEN,CORINTH,121,10,1-1,2018,alliance,0.0
472,2.0,2,PEN,DEXTER,104,4,1-1,2018,alliance,0.0
473,2.0,2,PEN,DIXMONT,100,10,1-1,2018,alliance,0.0
474,3.0,2,PEN,DREW PLT,141,2,1-1,2018,alliance,0.0
475,3.0,2,PEN,EAST MILLINOCKET,143,5,1-1,2018,alliance,0.0
476,1.0,2,PEN,EDDINGTON,129,8,1-1,2018,alliance,0.0
477,3.0,2,PEN,EDINBURG,137,5,1-1,2018,alliance,0.0
478,3.0,2,PEN,ENFIELD,142,5,1-1,2018,alliance,0.0
479,2.0,2,PEN,ETNA,100,10,1-1,2018,alliance,0.0
480,2.0,2,PEN,ETNA,103,10,1-1,2018,alliance,0.0
481,2.0,2,PEN,EXETER,104,10,1-1,2018,alliance,0.0
482,2.0,2,PEN,GARLAND,104,4,1-1,2018,alliance,0.0
483,2.0,2,PEN,GLENBURN,102,10,1-1,2018,alliance,0.0
484,3.0,2,PEN,GREENBUSH,137,5,1-1,2018,alliance,0.0
485,2.0,2,PEN,HAMPDEN,101,10,1-1,2018,alliance,0.0
486,2.0,2,PEN,HAMPDEN,101,10,2-1,2018,alliance,0.0
487,2.0,2,PEN,HAMPDEN,101,10,3-1,2018,alliance,0.0
488,2.0,2,PEN,HAMPDEN,101,10,4-1,2018,alliance,0.0
489,2.0,2,PEN,HERMON,103,9,1-1,2018,alliance,0.0
490,1.0,2,PEN,HOLDEN,129,8,1-1,2018,alliance,0.0
491,3.0,2,PEN,HOWLAND,142,5,1-1,2018,alliance,0.0
492,2.0,2,PEN,HUDSON,121,10,1-1,2018,alliance,0.0
493,2.0,2,PEN,KENDUSKEAG,102,10,1-1,2018,alliance,0.0
494,3.0,2,PEN,KINGMAN TWP,141,2,1-1,2018,alliance,0.0
495,3.0,2,PEN,LAGRANGE,137,4,1-1,2018,alliance,0.0
496,3.0,2,PEN,LAKEVILLE,141,2,1-1,2018,alliance,0.0
497,3.0,2,PEN,LEE,141,2,1-1,2018,alliance,0.0
498,2.0,2,PEN,LEVANT,102,10,1-1,2018,alliance,0.0
499,3.0,2,PEN,LINCOLN,142,8,1-1,2018,alliance,0.0
500,3.0,2,PEN,LOWELL,141,8,1-1,2018,alliance,0.0
501,3.0,2,PEN,MATTAWAMKEAG,141,5,1-1,2018,alliance,0.0
502,3.0,2,PEN,MAXFIELD,142,5,1-1,2018,alliance,0.0
503,3.0,2,PEN,MEDWAY,143,5,1-1,2018,alliance,0.0
504,3.0,2,PEN,MILFORD,121,5,1-1,2018,alliance,0.0
505,3.0,2,PEN,MILLINOCKET,143,5,1-1,2018,alliance,0.0
506,3.0,2,PEN,MILLINOCKET,143,5,1-2,2018,alliance,0.0
507,3.0,2,PEN,MOUNT CHASE,145,2,1-1,2018,alliance,0.0
508,2.0,2,PEN,NEWBURGH,101,10,1-1,2018,alliance,0.0
509,2.0,2,PEN,NEWPORT,100,10,1-1,2018,alliance,0.0
510,3.0,2,PEN,OLD TOWN,122,5,1-1,2018,alliance,0.0
511,3.0,2,PEN,OLD TOWN,122,5,5-1,2018,alliance,0.0
512,3.0,2,PEN,ORONO,123,5,1-1,2018,alliance,0.0
513,3.0,2,PEN,ORONO,123,5,1-2,2018,alliance,0.0
514,3.0,2,PEN,ORONO,123,5,1-3,2018,alliance,0.0
515,3.0,2,PEN,ORONO,124,5,1-3,2018,alliance,0.0
516,2.0,2,PEN,ORRINGTON,130,8,1-1,2018,alliance,0.0
517,3.0,2,PEN,PASSADUMKEAG,137,5,1-1,2018,alliance,0.0
518,3.0,2,PEN,PATTEN,143,2,1-1,2018,alliance,0.0
519,3.0,2,PEN,INDIAN ISLAND,122,5,1-1,2018,alliance,0.0
520,2.0,2,PEN,PLYMOUTH,100,10,1-1,2018,alliance,0.0
521,3.0,2,PEN,PRENTISS TWP T7 R3 NBPP,141,2,1-1,2018,alliance,0.0
522,3.0,2,PEN,SEBOEIS PLT,142,5,1-1,2018,alliance,0.0
523,3.0,2,PEN,SPRINGFIELD,141,2,1-1,2018,alliance,0.0
524,3.0,2,PEN,STACYVILLE,145,2,1-1,2018,alliance,0.0
525,2.0,2,PEN,STETSON,104,10,1-1,2018,alliance,0.0
526,1.0,2,PEN,VEAZIE,129,5,1-1,2018,alliance,0.0
527,3.0,2,PEN,WEBSTER PLT,141,2,1-1,2018,alliance,0.0
528,3.0,2,PEN,WINN,141,2,1-1,2018,alliance,0.0
529,3.0,2,PEN,WOODVILLE,142,5,1-1,2018,alliance,0.0
530,1.0,2,PIS,ABBOT,119,4,1-1,2018,alliance,0.0
531,2.0,2,PIS,ATKINSON,120,4,1-1,2018,alliance,0.0
532,3.0,2,PIS,BEAVER COVE,119,4,1-1,2018,alliance,0.0
533,2.0,2,PIS,BOWERBANK,119,4,1-1,2018,alliance,0.0
534,3.0,2,PIS,BROWNVILLE,120,4,1-1,2018,alliance,0.0
535,2.0,2,PIS,DOVER-FOXCROFT,120,4,1-1,2018,alliance,0.0
536,3.0,2,PIS,GREENVILLE,119,4,1-1,2018,alliance,0.0
537,1.0,2,PIS,GUILFORD,119,4,1-1,2018,alliance,0.0
538,1.0,2,PIS,KINGSBURY PLT,118,4,1-1,2018,alliance,0.0
539,3.0,2,PIS,LAKE VIEW PLT,120,4,1-1,2018,alliance,0.0
540,2.0,2,PIS,MEDFORD,120,4,1-1,2018,alliance,0.0
541,3.0,2,PIS,MILO,120,4,1-1,2018,alliance,0.0
542,1.0,2,PIS,MONSON,119,4,1-1,2018,alliance,0.0
543,1.0,2,PIS,PARKMAN,119,4,1-1,2018,alliance,0.0
544,1.0,2,PIS,SANGERVILLE,119,4,1-1,2018,alliance,0.0
545,2.0,2,PIS,SEBEC,119,4,1-1,2018,alliance,0.0
546,1.0,2,PIS,SHIRLEY,119,4,1-1,2018,alliance,0.0
547,1.0,2,PIS,WELLINGTON,118,4,1-1,2018,alliance,0.0
548,1.0,2,PIS,WILLIMANTIC,119,4,1-1,2018,alliance,0.0
549,3.0,1,SAG,ARROWSIC,53,23,1-1,2018,alliance,0.0
550,2.0,1,SAG,BATH,52,23,1-1,2018,alliance,0.0
551,2.0,1,SAG,BATH,52,23,2-1,2018,alliance,0.0
552,2.0,1,SAG,BATH,52,23,3-1,2018,alliance,0.0
553,2.0,1,SAG,BATH,52,23,4-1,2018,alliance,0.0
554,2.0,1,SAG,BATH,52,23,5-1,2018,alliance,0.0
555,2.0,1,SAG,BATH,52,23,6-1,2018,alliance,0.0
556,2.0,1,SAG,BATH,52,23,7-1,2018,alliance,0.0
557,1.0,1,SAG,BOWDOIN,55,23,1-1,2018,alliance,0.0
558,2.0,1,SAG,BOWDOINHAM,55,23,1-1,2018,alliance,0.0
559,3.0,1,SAG,GEORGETOWN,53,23,1-1,2018,alliance,0.0
560,3.0,1,SAG,PHIPPSBURG,53,23,1-1,2018,alliance,0.0
561,3.0,1,SAG,RICHMOND,53,23,1-1,2018,alliance,0.0
562,3.0,1,SAG,RICHMOND,55,23,1-1,2018,alliance,0.0
563,1.0,1,SAG,TOPSHAM,54,23,1-1,2018,alliance,0.0
564,3.0,1,SAG,WEST BATH,51,23,1-1,2018,alliance,0.0
565,3.0,1,SAG,WOOLWICH,53,23,1-1,2018,alliance,0.0
566,2.0,2,SOM,ANSON,112,3,1-1,2018,alliance,0.0
567,5.0,2,SOM,ATHENS,118,4,1-1,2018,alliance,0.0
568,5.0,2,SOM,BINGHAM,118,3,1-1,2018,alliance,0.0
569,5.0,2,SOM,BRIGHTON PLT,118,4,1-1,2018,alliance,0.0
570,3.0,2,SOM,CAMBRIDGE,105,4,1-1,2018,alliance,0.0
571,4.0,2,SOM,CANAAN,105,3,1-1,2018,alliance,0.0
572,5.0,2,SOM,CARATUNK,118,3,1-1,2018,alliance,0.0
573,5.0,2,SOM,CORNVILLE,118,3,1-1,2018,alliance,0.0
574,5.0,2,SOM,DENNISTOWN PLT,118,3,1-1,2018,alliance,0.0
575,3.0,2,SOM,DETROIT,106,4,1-1,2018,alliance,0.0
576,5.0,2,SOM,EMBDEN,118,3,1-1,2018,alliance,0.0
577,1.0,2,SOM,FAIRFIELD,108,16,1-1,2018,alliance,0.0
578,5.0,2,SOM,HARMONY,118,4,1-1,2018,alliance,0.0
579,5.0,2,SOM,HARTLAND,105,4,1-1,2018,alliance,0.0
580,5.0,2,SOM,HIGHLAND PLT,118,3,1-1,2018,alliance,0.0
581,5.0,2,SOM,JACKMAN,118,3,1-1,2018,alliance,0.0
582,5.0,2,SOM,JACKMAN,118,3,1-2,2018,alliance,0.0
583,2.0,2,SOM,MADISON,107,3,1-1,2018,alliance,0.0
584,2.0,2,SOM,MADISON,111,3,1-1,2018,alliance,0.0
585,2.0,2,SOM,MERCER,108,3,1-1,2018,alliance,0.0
586,5.0,2,SOM,MOOSE RIVER,118,3,1-1,2018,alliance,0.0
587,5.0,2,SOM,MOSCOW,118,3,1-1,2018,alliance,0.0
588,2.0,2,SOM,NEW PORTLAND,112,3,1-1,2018,alliance,0.0
589,1.0,2,SOM,NORRIDGEWOCK,111,3,1-1,2018,alliance,0.0
590,3.0,2,SOM,PALMYRA,105,4,1-1,2018,alliance,0.0
591,3.0,2,SOM,PITTSFIELD,106,3,1-1,2018,alliance,0.0
592,3.0,2,SOM,PITTSFIELD,106,3,1-2,2018,alliance,0.0
593,3.0,2,SOM,PITTSFIELD,106,3,1-3,2018,alliance,0.0
594,3.0,2,SOM,PITTSFIELD,106,3,1-4,2018,alliance,0.0
595,5.0,2,SOM,PLEASANT RIDGE PLT,118,3,1-1,2018,alliance,0.0
596,3.0,2,SOM,RIPLEY,105,4,1-1,2018,alliance,0.0
597,5.0,2,SOM,ROCKWOOD STRIP T1 R1 NBKP,118,3,1-1,2018,alliance,0.0
598,3.0,2,SOM,SAINT ALBANS,105,4,1-1,2018,alliance,0.0
599,4.0,2,SOM,SKOWHEGAN,107,3,1-1,2018,alliance,0.0
600,2.0,2,SOM,SMITHFIELD,108,3,1-1,2018,alliance,0.0
601,5.0,2,SOM,SOLON,111,3,1-1,2018,alliance,0.0
602,2.0,2,SOM,STARKS,112,3,1-1,2018,alliance,0.0
603,5.0,2,SOM,THE FORKS PLT,118,3,1-1,2018,alliance,0.0
604,5.0,2,SOM,WEST FORKS PLT,118,3,1-1,2018,alliance,0.0
605,1.0,2,WAL,BELFAST,97,11,1-1,2018,alliance,0.0
606,1.0,2,WAL,BELFAST,97,11,2-1,2018,alliance,0.0
607,1.0,2,WAL,BELFAST,97,11,3-1,2018,alliance,0.0
608,1.0,2,WAL,BELFAST,97,11,4-1,2018,alliance,0.0
609,1.0,2,WAL,BELFAST,97,11,5-1,2018,alliance,0.0
610,1.0,2,WAL,BELMONT,96,11,1-1,2018,alliance,0.0
611,3.0,2,WAL,BROOKS,99,11,1-1,2018,alliance,0.0
612,3.0,2,WAL,BURNHAM,99,11,1-1,2018,alliance,0.0
613,2.0,2,WAL,FRANKFORT,98,11,1-1,2018,alliance,0.0
614,3.0,2,WAL,FREEDOM,99,11,1-1,2018,alliance,0.0
615,1.0,2,WAL,ISLESBORO,94,11,1-1,2018,alliance,0.0
616,2.0,2,WAL,JACKSON,99,11,1-1,2018,alliance,0.0
617,3.0,2,WAL,KNOX,99,11,1-1,2018,alliance,0.0
618,3.0,2,WAL,LIBERTY,96,11,1-1,2018,alliance,0.0
619,1.0,2,WAL,LINCOLNVILLE,96,11,1-1,2018,alliance,0.0
620,2.0,2,WAL,MONROE,99,11,1-1,2018,alliance,0.0
621,3.0,2,WAL,MONTVILLE,96,11,1-1,2018,alliance,0.0
622,1.0,2,WAL,MORRILL,96,11,1-1,2018,alliance,0.0
623,1.0,2,WAL,NORTHPORT,97,11,1-1,2018,alliance,0.0
624,3.0,2,WAL,PALERMO,96,11,1-1,2018,alliance,0.0
625,2.0,2,WAL,PROSPECT,131,11,1-1,2018,alliance,0.0
626,3.0,2,WAL,SEARSMONT,96,11,1-1,2018,alliance,0.0
627,2.0,2,WAL,SEARSPORT,98,11,1-1,2018,alliance,0.0
628,2.0,2,WAL,STOCKTON SPRINGS,131,11,1-1,2018,alliance,0.0
629,2.0,2,WAL,SWANVILLE,98,11,1-1,2018,alliance,0.0
630,3.0,2,WAL,THORNDIKE,99,11,1-1,2018,alliance,0.0
631,3.0,2,WAL,TROY,99,11,1-1,2018,alliance,0.0
632,3.0,2,WAL,UNITY,99,11,1-1,2018,alliance,0.0
633,1.0,2,WAL,WALDO,97,11,1-1,2018,alliance,0.0
634,2.0,2,WAL,WINTERPORT,98,11,1-1,2018,alliance,0.0
635,3.0,2,WAS,ADDISON,138,6,1-1,2018,alliance,0.0
636,1.0,2,WAS,ALEXANDER,141,6,1-1,2018,alliance,0.0
637,1.0,2,WAS,BAILEYVILLE,140,6,1-1,2018,alliance,0.0
638,1.0,2,WAS,BARING PLT,140,6,1-1,2018,alliance,0.0
639,3.0,2,WAS,BEALS,138,6,1-1,2018,alliance,0.0
640,1.0,2,WAS,BEDDINGTON,137,6,1-1,2018,alliance,0.0
641,1.0,2,WAS,BIG LAKE TWP,141,6,1-1,2018,alliance,0.0
642,1.0,2,WAS,BROOKTON TWP,141,6,1-1,2018,alliance,0.0
643,1.0,2,WAS,CALAIS,140,6,1-1,2018,alliance,0.0
644,1.0,2,WAS,CHARLOTTE,140,6,1-1,2018,alliance,0.0
645,3.0,2,WAS,CHERRYFIELD,138,6,1-1,2018,alliance,0.0
646,1.0,2,WAS,CODYVILLE PLT,141,6,1-1,2018,alliance,0.0
647,3.0,2,WAS,COLUMBIA,138,6,1-1,2018,alliance,0.0
648,3.0,2,WAS,COLUMBIA FALLS,138,6,1-1,2018,alliance,0.0
649,1.0,2,WAS,COOPER,141,6,1-1,2018,alliance,0.0
650,1.0,2,WAS,CRAWFORD,141,6,1-1,2018,alliance,0.0
651,2.0,2,WAS,CUTLER,139,6,1-1,2018,alliance,0.0
652,1.0,2,WAS,DANFORTH,141,6,1-1,2018,alliance,0.0
653,1.0,2,WAS,DEBLOIS,137,6,1-1,2018,alliance,0.0
654,2.0,2,WAS,DENNYSVILLE,141,6,1-1,2018,alliance,0.0
655,2.0,2,WAS,EAST MACHIAS,139,6,1-1,2018,alliance,0.0
656,2.0,2,WAS,EASTPORT,139,6,1-1,2018,alliance,0.0
657,2.0,2,WAS,EDMUNDS TWP,141,6,1-1,2018,alliance,0.0
658,1.0,2,WAS,GRAND LAKE STREAM PLT,141,6,1-1,2018,alliance,0.0
659,3.0,2,WAS,HARRINGTON,138,6,1-1,2018,alliance,0.0
660,1.0,2,WAS,INDIAN TWP RES,140,6,1-1,2018,alliance,0.0
661,3.0,2,WAS,JONESBORO,138,6,1-1,2018,alliance,0.0
662,3.0,2,WAS,JONESPORT,138,6,1-1,2018,alliance,0.0
663,2.0,2,WAS,LUBEC,139,6,1-1,2018,alliance,0.0
664,2.0,2,WAS,MACHIAS,139,6,1-1,2018,alliance,0.0
665,3.0,2,WAS,MACHIASPORT,139,6,1-1,2018,alliance,0.0
666,1.0,2,WAS,MARSHFIELD,138,6,1-1,2018,alliance,0.0
667,1.0,2,WAS,MEDDYBEMPS,141,6,1-1,2018,alliance,0.0
668,3.0,2,WAS,MILBRIDGE,138,6,1-1,2018,alliance,0.0
669,1.0,2,WAS,NORTHFIELD,137,6,1-1,2018,alliance,0.0
670,2.0,2,WAS,PEMBROKE,140,6,1-1,2018,alliance,0.0
671,2.0,2,WAS,PERRY,140,6,1-1,2018,alliance,0.0
672,2.0,2,WAS,PLEASANT POINT,140,6,1-1,2018,alliance,0.0
673,1.0,2,WAS,PRINCETON,141,6,1-1,2018,alliance,0.0
674,1.0,2,WAS,PRINCETON,141,6,1-2,2018,alliance,0.0
675,1.0,2,WAS,ROBBINSTON,140,6,1-1,2018,alliance,0.0
676,3.0,2,WAS,ROQUE BLUFFS,139,6,1-1,2018,alliance,0.0
677,3.0,2,WAS,STEUBEN,136,6,1-1,2018,alliance,0.0
678,1.0,2,WAS,TALMADGE,141,6,1-1,2018,alliance,0.0
679,1.0,2,WAS,TOPSFIELD,141,6,1-1,2018,alliance,0.0
680,1.0,2,WAS,VANCEBORO,141,6,1-1,2018,alliance,0.0
681,1.0,2,WAS,WAITE,141,6,1-1,2018,alliance,0.0
682,1.0,2,WAS,WESLEY,137,6,1-1,2018,alliance,0.0
683,2.0,2,WAS,WHITING,139,6,1-1,2018,alliance,0.0
684,1.0,2,WAS,WHITNEYVILLE,138,6,1-1,2018,alliance,0.0
685,1.0,1,YOR,ACTON,20,34,1-1,2018,alliance,0.0
686,4.0,1,YOR,ALFRED,21,32,1-1,2018,alliance,0.0
687,4.0,1,YOR,ALFRED,21,32,1-2,2018,alliance,0.0
688,2.0,1,YOR,ARUNDEL,10,32,1-1,2018,alliance,0.0
689,1.0,1,YOR,BERWICK,5,34,1-1,2018,alliance,0.0
690,1.0,1,YOR,BERWICK,5,35,1-1,2018,alliance,0.0
691,2.0,1,YOR,BIDDEFORD,11,32,1-1,2018,alliance,0.0
692,2.0,1,YOR,BIDDEFORD,9,32,1-1,2018,alliance,0.0
693,2.0,1,YOR,BIDDEFORD,11,32,2-1,2018,alliance,0.0
694,2.0,1,YOR,BIDDEFORD,12,32,2-1,2018,alliance,0.0
695,2.0,1,YOR,BIDDEFORD,11,32,3-1,2018,alliance,0.0
696,2.0,1,YOR,BIDDEFORD,12,32,3-1,2018,alliance,0.0
697,2.0,1,YOR,BIDDEFORD,9,32,3-1,2018,alliance,0.0
698,2.0,1,YOR,BIDDEFORD,11,32,4-1,2018,alliance,0.0
699,2.0,1,YOR,BIDDEFORD,12,32,4-1,2018,alliance,0.0
700,2.0,1,YOR,BIDDEFORD,11,32,5-1,2018,alliance,0.0
701,2.0,1,YOR,BIDDEFORD,12,32,5-1,2018,alliance,0.0
702,2.0,1,YOR,BIDDEFORD,11,32,6-1,2018,alliance,0.0
703,2.0,1,YOR,BIDDEFORD,11,32,7-1,2018,alliance,0.0
704,3.0,1,YOR,BUXTON,16,30,1-1,2018,alliance,0.0
705,3.0,1,YOR,BUXTON,22,30,1-1,2018,alliance,0.0
706,3.0,1,YOR,BUXTON,16,31,1-1,2018,alliance,0.0
707,1.0,1,YOR,CORNISH,68,33,1-1,2018,alliance,0.0
708,3.0,1,YOR,DAYTON,10,32,1-1,2018,alliance,0.0
709,5.0,1,YOR,ELIOT,2,35,1-1,2018,alliance,0.0
710,3.0,1,YOR,HOLLIS,16,31,1-1,2018,alliance,0.0
711,2.0,1,YOR,KENNEBUNK,8,34,1-1,2018,alliance,0.0
712,2.0,1,YOR,KENNEBUNK,8,34,1-2,2018,alliance,0.0
713,2.0,1,YOR,KENNEBUNK,9,34,1-2,2018,alliance,0.0
714,2.0,1,YOR,KENNEBUNKPORT,9,32,1-1,2018,alliance,0.0
715,5.0,1,YOR,KITTERY,1,35,1-1,2018,alliance,0.0
716,5.0,1,YOR,KITTERY,2,35,1-1,2018,alliance,0.0
717,1.0,1,YOR,LEBANON,20,34,1-1,2018,alliance,0.0
718,1.0,1,YOR,LIMERICK,21,33,1-1,2018,alliance,0.0
