Month-Year,Utility,Utility sub-region,Customer class,Supply type,customers,load,Date
5/1/2020,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,815,305,5/1/2020
5/1/2015,Emera Maine,Maine Public District,Medium,CEP customers,21,31.612903226,5/1/2015
5/1/2015,Emera Maine,Maine Public District,Medium,Standard offer customers,162,167.516129032,5/1/2015
5/1/2007,Emera Maine,Maine Public District,Medium,CEP customers,35,69,5/1/2007
5/1/2007,Emera Maine,Maine Public District,Medium,Standard offer customers,172,219,5/1/2007
6/1/2007,Emera Maine,Maine Public District,Medium,CEP customers,35,67.548387097,6/1/2007
6/1/2007,Emera Maine,Maine Public District,Medium,Standard offer customers,177,209.870967742,6/1/2007
7/1/2019,Central Maine Power,N/A,Large,CEP customers,357,9639.627451613,7/1/2019
7/1/2019,Central Maine Power,N/A,Large,Standard offer customers,52,171.628258065,7/1/2019
1/1/2019,Central Maine Power,N/A,Medium,CEP customers,4900,3596.701483871,1/1/2019
1/1/2019,Central Maine Power,N/A,Medium,Standard offer customers,6749,2251.338903226,1/1/2019
2/1/2009,Emera Maine,Bangor Hydro District,Medium,CEP customers,442,529,2/1/2009
2/1/2009,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1196,733,2/1/2009
7/1/2008,Central Maine Power,N/A,Medium,CEP customers,2656,2436.032,7/1/2008
7/1/2008,Central Maine Power,N/A,Medium,Standard offer customers,8679,3770.342,7/1/2008
1/1/2010,Central Maine Power,N/A,Small,CEP customers,10877,351.403,1/1/2010
1/1/2010,Central Maine Power,N/A,Small,Standard offer customers,575407,12971.994,1/1/2010
10/1/2013,Emera Maine,Bangor Hydro District,Large,CEP customers,34,352.428571429,10/1/2013
10/1/2013,Emera Maine,Bangor Hydro District,Large,Standard offer customers,10,21.428571429,10/1/2013
11/1/2017,Central Maine Power,N/A,Large,CEP customers,256,3855.486066667,11/1/2017
11/1/2017,Central Maine Power,N/A,Large,Standard offer customers,31,123.638033333,11/1/2017
9/1/2021,Central Maine Power,N/A,Large,CEP customers,331,6370.868233333,9/30/2021
9/1/2021,Central Maine Power,N/A,Large,Standard offer customers,40,219.321133333,9/30/2021
5/1/2016,Emera Maine,Maine Public District,Small,CEP customers,294,16.548387097,5/1/2016
5/1/2016,Emera Maine,Maine Public District,Small,Standard offer customers,37406,645.967741935,5/1/2016
4/1/2007,Emera Maine,Maine Public District,Large,CEP customers,11,433.967741935,4/1/2007
4/1/2007,Emera Maine,Maine Public District,Large,Standard offer customers,7,52.548387097,4/1/2007
2/1/2007,Central Maine Power,N/A,Medium,CEP customers,2941,2599,2/1/2007
2/1/2007,Central Maine Power,N/A,Medium,Standard offer customers,8285,3295.38,2/1/2007
9/1/2009,Emera Maine,Bangor Hydro District,Large,CEP customers,35,885.428571429,9/1/2009
9/1/2009,Emera Maine,Bangor Hydro District,Large,Standard offer customers,8,56.714285714,9/1/2009
2/1/2019,Central Maine Power,N/A,Small,CEP customers,86234,2330.145642857,2/1/2019
2/1/2019,Central Maine Power,N/A,Small,Standard offer customers,504818,13059.126642857,2/1/2019
5/1/2018,Emera Maine,Bangor Hydro District,Large,CEP customers,29,449.410310133,5/1/2018
5/1/2018,Emera Maine,Bangor Hydro District,Large,Standard offer customers,17,49.353887130,5/1/2018
1/1/2012,Emera Maine,Maine Public District,Large,CEP customers,10,264.290322581,1/1/2012
1/1/2012,Emera Maine,Maine Public District,Large,Standard offer customers,4,96.935483871,1/1/2012
5/1/2006,Central Maine Power,N/A,Small,CEP customers,2313,66,5/1/2006
5/1/2006,Central Maine Power,N/A,Small,Standard offer customers,570844,10090.719,5/1/2006
1/1/2017,Emera Maine,Bangor Hydro District,Large,CEP customers,34,507.857142857,1/1/2017
1/1/2017,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,20.714285714,1/1/2017
11/1/2010,Central Maine Power,N/A,Large,CEP customers,302,5976.492,11/1/2010
11/1/2010,Central Maine Power,N/A,Large,Standard offer customers,59,168.509,11/1/2010
6/1/2012,Central Maine Power,N/A,Small,CEP customers,141234,2763.6211,6/1/2012
6/1/2012,Central Maine Power,N/A,Small,Standard offer customers,459643,7699.539533333,6/1/2012
10/1/2009,Central Maine Power,N/A,Small,CEP customers,5474,211.515,10/1/2009
10/1/2009,Central Maine Power,N/A,Small,Standard offer customers,579812,10357.233,10/1/2009
3/1/2010,Emera Maine,Bangor Hydro District,Large,CEP customers,31,818.142857143,3/1/2010
3/1/2010,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,138.285714286,3/1/2010
11/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,774,860.285714286,11/1/2013
11/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,991,536.571428571,11/1/2013
6/1/2015,Emera Maine,Bangor Hydro District,Large,CEP customers,33,758.714285714,6/1/2015
6/1/2015,Emera Maine,Bangor Hydro District,Large,Standard offer customers,10,130.857142857,6/1/2015
8/1/2010,Emera Maine,Bangor Hydro District,Large,CEP customers,32,1199.428571429,8/1/2010
8/1/2010,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,65.714285714,8/1/2010
8/1/2008,Central Maine Power,N/A,Medium,CEP customers,2659,2433,8/1/2008
8/1/2008,Central Maine Power,N/A,Medium,Standard offer customers,8687,4125,8/1/2008
8/1/2009,Central Maine Power,N/A,Medium,CEP customers,3363,2628.193,8/1/2009
8/1/2009,Central Maine Power,N/A,Medium,Standard offer customers,7658,3091.837,8/1/2009
11/1/2010,Emera Maine,Bangor Hydro District,Small,CEP customers,3974,115.714285714,11/1/2010
11/1/2010,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117792,2186.428571429,11/1/2010
7/1/2018,Central Maine Power,N/A,Small,CEP customers,100682,2094.052225806,7/1/2018
7/1/2018,Central Maine Power,N/A,Small,Standard offer customers,516074,9813.590669097,7/1/2018
1/1/2021,Emera Maine,Maine Public District,Medium,CEP customers,77,108.900290323,1/1/2021
1/1/2021,Emera Maine,Maine Public District,Medium,Standard offer customers,123,102.302032258,1/1/2021
9/1/2015,Central Maine Power,N/A,Medium,CEP customers,5670,3945.872933333,9/1/2015
9/1/2015,Central Maine Power,N/A,Medium,Standard offer customers,5903,2242.8205,9/1/2015
1/1/2015,Emera Maine,Maine Public District,Small,CEP customers,45,5.612903226,1/1/2015
1/1/2015,Emera Maine,Maine Public District,Small,Standard offer customers,37038,944.967741935,1/1/2015
5/1/2014,Emera Maine,Bangor Hydro District,Large,CEP customers,34,684.857142857,5/1/2014
5/1/2014,Emera Maine,Bangor Hydro District,Large,Standard offer customers,10,51,5/1/2014
5/1/2013,Emera Maine,Maine Public District,Large,CEP customers,10,332.870967742,5/1/2013
5/1/2013,Emera Maine,Maine Public District,Large,Standard offer customers,4,20.387096774,5/1/2013
2/1/2019,Emera Maine,Maine Public District,Small,CEP customers,386,34.327642857,2/1/2019
2/1/2019,Emera Maine,Maine Public District,Small,Standard offer customers,36532,1049.657892857,2/1/2019
9/1/2006,Emera Maine,Maine Public District,Large,CEP customers,11,379,9/1/2006
9/1/2006,Emera Maine,Maine Public District,Large,Standard offer customers,5,69,9/1/2006
3/1/2020,Emera Maine,Maine Public District,Large,CEP customers,13,425,3/1/2020
3/1/2020,Emera Maine,Maine Public District,Large,Standard offer customers,2,3,3/1/2020
4/1/2014,Emera Maine,Bangor Hydro District,Medium,CEP customers,746,694.571428571,4/1/2014
4/1/2014,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1087,544.857142857,4/1/2014
8/1/2011,Emera Maine,Maine Public District,Large,CEP customers,8,263.677419355,8/1/2011
8/1/2011,Emera Maine,Maine Public District,Large,Standard offer customers,6,130.161290323,8/1/2011
3/1/2006,Central Maine Power,N/A,Medium,CEP customers,2356,1953,3/1/2006
3/1/2006,Central Maine Power,N/A,Medium,Standard offer customers,8898,3701.952,3/1/2006
7/1/2008,Emera Maine,Bangor Hydro District,Large,CEP customers,28,947,7/1/2008
7/1/2008,Emera Maine,Bangor Hydro District,Large,Standard offer customers,15,137,7/1/2008
2/1/2016,Emera Maine,Bangor Hydro District,Small,CEP customers,10481,218,2/1/2016
2/1/2016,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112637,1950.428571429,2/1/2016
3/1/2008,Emera Maine,Maine Public District,Medium,CEP customers,33,70,3/1/2008
3/1/2008,Emera Maine,Maine Public District,Medium,Standard offer customers,171,186,3/1/2008
9/1/2017,Emera Maine,Bangor Hydro District,Medium,CEP customers,844,888.837924484,9/1/2017
9/1/2017,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1014,462.409911134,9/1/2017
9/1/2012,Central Maine Power,N/A,Medium,CEP customers,5878,3751.083166667,9/1/2012
9/1/2012,Central Maine Power,N/A,Medium,Standard offer customers,6234,2288.843633333,9/1/2012
7/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,17849,412,7/1/2013
7/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105581,1883.571428571,7/1/2013
8/1/2012,Central Maine Power,N/A,Medium,CEP customers,5840,3788.900064516,8/1/2012
8/1/2012,Central Maine Power,N/A,Medium,Standard offer customers,6198,2430.539806452,8/1/2012
4/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,48,107.3,4/1/2012
4/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,134,134.366666667,4/1/2012
2/1/2015,Central Maine Power,N/A,Small,CEP customers,149207,3816.590714286,2/1/2015
2/1/2015,Central Maine Power,N/A,Small,Standard offer customers,458398,10724.02825,2/1/2015
7/1/2011,Emera Maine,Bangor Hydro District,Large,CEP customers,32,888.857142857,7/1/2011
7/1/2011,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,91.714285714,7/1/2011
11/1/2009,Central Maine Power,N/A,Small,CEP customers,5109,237.487,11/1/2009
11/1/2009,Central Maine Power,N/A,Small,Standard offer customers,580173,11328.562,11/1/2009
9/1/2018,Central Maine Power,N/A,Small,CEP customers,94275,2272.710033333,9/1/2018
9/1/2018,Central Maine Power,N/A,Small,Standard offer customers,493264,10418.904966667,9/1/2018
11/1/2019,Central Maine Power,N/A,Medium,CEP customers,4609,2843.247666667,11/1/2019
11/1/2019,Central Maine Power,N/A,Medium,Standard offer customers,5579,1664.503466667,11/1/2019
6/1/2008,Emera Maine,Maine Public District,Large,CEP customers,10,267.516129032,6/1/2008
6/1/2008,Emera Maine,Maine Public District,Large,Standard offer customers,8,116.838709677,6/1/2008
1/1/2012,Emera Maine,Maine Public District,Small,CEP customers,31,2.419354839,1/1/2012
1/1/2012,Emera Maine,Maine Public District,Small,Standard offer customers,37279,932.322580645,1/1/2012
8/1/2018,Central Maine Power,N/A,Small,CEP customers,100400,2368.266419355,8/1/2018
8/1/2018,Central Maine Power,N/A,Small,Standard offer customers,517800,11383.560516129,8/1/2018
2/1/2011,Emera Maine,Bangor Hydro District,Large,CEP customers,33,824.142857143,2/1/2011
2/1/2011,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,30.428571429,2/1/2011
10/1/2019,Emera Maine,Maine Public District,Small,CEP customers,399,21,10/1/2019
10/1/2019,Emera Maine,Maine Public District,Small,Standard offer customers,36556,646,10/1/2019
8/1/2007,Emera Maine,Maine Public District,Small,CEP customers,126,2.483870968,8/1/2007
8/1/2007,Emera Maine,Maine Public District,Small,Standard offer customers,37072,647.677419355,8/1/2007
10/1/2020,Emera Maine,Maine Public District,Medium,CEP customers,77,101.110225806,10/31/2020
10/1/2020,Emera Maine,Maine Public District,Medium,Standard offer customers,122,81.954096774,10/31/2020
4/1/2012,Emera Maine,Bangor Hydro District,Small,CEP customers,5871,160.428571429,4/1/2012
4/1/2012,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115783,1842.571428571,4/1/2012
6/1/2020,Emera Maine,Bangor Hydro District,Small,CEP customers,10654,200,6/1/2020
6/1/2020,Emera Maine,Bangor Hydro District,Small,Standard offer customers,122407,1867,6/1/2020
8/1/2006,Emera Maine,Maine Public District,Small,CEP customers,338,11.483870968,8/1/2006
8/1/2006,Emera Maine,Maine Public District,Small,Standard offer customers,36686,714.709677419,8/1/2006
6/1/2008,Emera Maine,Maine Public District,Medium,CEP customers,33,62.838709677,6/1/2008
6/1/2008,Emera Maine,Maine Public District,Medium,Standard offer customers,170,190.903225806,6/1/2008
5/1/2013,Emera Maine,Bangor Hydro District,Large,CEP customers,34,975.571428571,5/1/2013
5/1/2013,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,44.714285714,5/1/2013
4/1/2009,Central Maine Power,N/A,Medium,CEP customers,3160,2328,4/1/2009
4/1/2009,Central Maine Power,N/A,Medium,Standard offer customers,7971,2512,4/1/2009
6/1/2009,Emera Maine,Bangor Hydro District,Small,CEP customers,952,29.714285714,6/1/2009
6/1/2009,Emera Maine,Bangor Hydro District,Small,Standard offer customers,120880,2147.285714286,6/1/2009
5/1/2012,Central Maine Power,N/A,Small,CEP customers,132404,2242.157709677,5/1/2012
5/1/2012,Central Maine Power,N/A,Small,Standard offer customers,467822,6754.316451613,5/1/2012
8/1/2019,Emera Maine,Bangor Hydro District,Small,CEP customers,11219,223,8/1/2019
8/1/2019,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116898,1916,8/1/2019
7/1/2013,Emera Maine,Maine Public District,Small,CEP customers,53,6.225806452,7/1/2013
7/1/2013,Emera Maine,Maine Public District,Small,Standard offer customers,37241,698.161290323,7/1/2013
12/1/2021,Central Maine Power,N/A,Small,CEP customers,73395,1779.260838710,12/31/2021
12/1/2021,Central Maine Power,N/A,Small,Standard offer customers,569159,12949.093387097,12/31/2021
4/1/2011,Central Maine Power,N/A,Medium,CEP customers,4380,2729.512391091,4/1/2011
4/1/2011,Central Maine Power,N/A,Medium,Standard offer customers,7193,2100.928913841,4/1/2011
2/1/2012,Central Maine Power,N/A,Large,CEP customers,376,7560.175206897,2/1/2012
2/1/2012,Central Maine Power,N/A,Large,Standard offer customers,54,211.455931034,2/1/2012
9/1/2021,Emera Maine,Maine Public District,Small,CEP customers,457,24.466666667,9/30/2021
9/1/2021,Emera Maine,Maine Public District,Small,Standard offer customers,37619,773,9/30/2021
8/1/2009,Emera Maine,Maine Public District,Medium,CEP customers,59,114.580645161,8/1/2009
8/1/2009,Emera Maine,Maine Public District,Medium,Standard offer customers,144,177.064516129,8/1/2009
1/1/2008,Emera Maine,Bangor Hydro District,Large,CEP customers,29,860,1/1/2008
1/1/2008,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,44,1/1/2008
6/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,17942,406.571428571,6/1/2013
6/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105394,1807,6/1/2013
9/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,771,759.857142857,9/1/2013
9/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1046,513.285714286,9/1/2013
5/1/2021,Emera Maine,Maine Public District,Medium,CEP customers,69,95.746516129,5/1/2021
5/1/2021,Emera Maine,Maine Public District,Medium,Standard offer customers,134,101.668032258,5/1/2021
6/1/2010,Emera Maine,Maine Public District,Small,CEP customers,30,1.5,6/1/2010
6/1/2010,Emera Maine,Maine Public District,Small,Standard offer customers,37248,635.866666667,6/1/2010
8/1/2007,Central Maine Power,N/A,Medium,CEP customers,2856,2796,8/1/2007
8/1/2007,Central Maine Power,N/A,Medium,Standard offer customers,8461,4285,8/1/2007
12/1/2011,Emera Maine,Maine Public District,Large,CEP customers,10,225.806451613,12/1/2011
12/1/2011,Emera Maine,Maine Public District,Large,Standard offer customers,4,88.193548387,12/1/2011
7/1/2012,Emera Maine,Maine Public District,Small,CEP customers,32,2.935483871,7/1/2012
7/1/2012,Emera Maine,Maine Public District,Small,Standard offer customers,37289,673.645161290,7/1/2012
2/1/2018,Emera Maine,Maine Public District,Large,CEP customers,13,449.781571429,2/1/2018
2/1/2018,Emera Maine,Maine Public District,Large,Standard offer customers,2,3.737785714,2/1/2018
5/1/2006,Emera Maine,Bangor Hydro District,Medium,CEP customers,347,399,5/1/2006
5/1/2006,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1234,804,5/1/2006
3/1/2015,Emera Maine,Bangor Hydro District,Small,CEP customers,11245,238.714285714,3/1/2015
3/1/2015,Emera Maine,Bangor Hydro District,Small,Standard offer customers,111045,2085.714285714,3/1/2015
7/1/2012,Central Maine Power,N/A,Large,CEP customers,366,7985.576838710,7/1/2012
7/1/2012,Central Maine Power,N/A,Large,Standard offer customers,45,251.660451613,7/1/2012
12/1/2010,Emera Maine,Bangor Hydro District,Large,CEP customers,33,875.714285714,12/1/2010
12/1/2010,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,28.857142857,12/1/2010
3/1/2021,Emera Maine,Bangor Hydro District,Medium,CEP customers,876,757,3/1/2021
3/1/2021,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,799,349.571428571,3/1/2021
3/1/2006,Emera Maine,Maine Public District,Small,CEP customers,1630,58.678571429,3/1/2006
3/1/2006,Emera Maine,Maine Public District,Small,Standard offer customers,35255,786.357142857,3/1/2006
3/1/2013,Central Maine Power,N/A,Medium,CEP customers,5800,3136.788,3/1/2013
3/1/2013,Central Maine Power,N/A,Medium,Standard offer customers,6169,1765.230290323,3/1/2013
3/1/2021,Central Maine Power,N/A,Small,CEP customers,77734,1852.929806452,3/1/2021
3/1/2021,Central Maine Power,N/A,Small,Standard offer customers,559781,12796.652290323,3/1/2021
7/1/2020,Central Maine Power,N/A,Small,CEP customers,80924,1886.373,7/1/2020
7/1/2020,Central Maine Power,N/A,Small,Standard offer customers,551665,11686.317096774,7/1/2020
8/1/2013,Central Maine Power,N/A,Large,CEP customers,351,8158.949451613,8/1/2013
8/1/2013,Central Maine Power,N/A,Large,Standard offer customers,44,334.688258065,8/1/2013
3/1/2009,Emera Maine,Maine Public District,Small,CEP customers,25,3.580645161,3/1/2009
3/1/2009,Emera Maine,Maine Public District,Small,Standard offer customers,37080,810.548387097,3/1/2009
5/1/2006,Central Maine Power,N/A,Large,CEP customers,322,7218,5/1/2006
5/1/2006,Central Maine Power,N/A,Large,Standard offer customers,128,1011.592,5/1/2006
11/1/2008,Emera Maine,Bangor Hydro District,Large,CEP customers,29,856,11/1/2008
11/1/2008,Emera Maine,Bangor Hydro District,Large,Standard offer customers,15,69,11/1/2008
9/1/2006,Emera Maine,Bangor Hydro District,Small,CEP customers,487,20.714285714,9/1/2006
9/1/2006,Emera Maine,Bangor Hydro District,Small,Standard offer customers,119713,2105.142857143,9/1/2006
9/1/2007,Central Maine Power,N/A,Small,CEP customers,2937,109,9/1/2007
9/1/2007,Central Maine Power,N/A,Small,Standard offer customers,577032,12658,9/1/2007
1/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,46,111,1/1/2012
1/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,138,155.354838710,1/1/2012
12/1/2017,Emera Maine,Bangor Hydro District,Large,CEP customers,35,405,12/1/2017
12/1/2017,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,57,12/1/2017
8/1/2017,Emera Maine,Maine Public District,Small,CEP customers,414,23.736129032,8/1/2017
8/1/2017,Emera Maine,Maine Public District,Small,Standard offer customers,36674,665.639161290,8/1/2017
10/1/2006,Emera Maine,Maine Public District,Large,CEP customers,11,399.966666667,10/1/2006
10/1/2006,Emera Maine,Maine Public District,Large,Standard offer customers,5,51.033333333,10/1/2006
9/1/2016,Central Maine Power,N/A,Small,CEP customers,119178,2605.871033333,9/1/2016
9/1/2016,Central Maine Power,N/A,Small,Standard offer customers,493751,9900.251833333,9/1/2016
9/1/2017,Emera Maine,Maine Public District,Medium,CEP customers,72,120.286766667,9/1/2017
9/1/2017,Emera Maine,Maine Public District,Medium,Standard offer customers,115,103.555366667,9/1/2017
8/1/2011,Emera Maine,Bangor Hydro District,Small,CEP customers,3437,125,8/1/2011
8/1/2011,Emera Maine,Bangor Hydro District,Small,Standard offer customers,119503,2110.714285714,8/1/2011
12/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,50,108.612903226,12/1/2012
12/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,132,137.064516129,12/1/2012
10/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,52,109.903225806,10/1/2013
10/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,129,124.677419355,10/1/2013
2/1/2006,Central Maine Power,N/A,Medium,CEP customers,2364,1782,2/1/2006
2/1/2006,Central Maine Power,N/A,Medium,Standard offer customers,8870,3452,2/1/2006
3/1/2020,Emera Maine,Bangor Hydro District,Small,CEP customers,10772,220,3/1/2020
3/1/2020,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116736,1998,3/1/2020
11/1/2006,Central Maine Power,N/A,Large,CEP customers,355,8056,11/1/2006
11/1/2006,Central Maine Power,N/A,Large,Standard offer customers,93,802.665000000,11/1/2006
8/1/2008,Emera Maine,Maine Public District,Medium,CEP customers,33,77,8/1/2008
8/1/2008,Emera Maine,Maine Public District,Medium,Standard offer customers,174,230,8/1/2008
1/1/2014,Emera Maine,Maine Public District,Small,CEP customers,53,8.838709677,1/1/2014
1/1/2014,Emera Maine,Maine Public District,Small,Standard offer customers,37138,1046.193548387,1/1/2014
3/1/2014,Central Maine Power,N/A,Large,CEP customers,352,7097.324774194,3/1/2014
3/1/2014,Central Maine Power,N/A,Large,Standard offer customers,49,231.810193548,3/1/2014
7/1/2011,Emera Maine,Maine Public District,Large,CEP customers,9,203.806451613,7/1/2011
7/1/2011,Emera Maine,Maine Public District,Large,Standard offer customers,6,98.290322581,7/1/2011
2/1/2018,Emera Maine,Bangor Hydro District,Small,CEP customers,11011,231.148516296,2/1/2018
2/1/2018,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114392,2049.367113995,2/1/2018
8/1/2015,Emera Maine,Bangor Hydro District,Large,CEP customers,33,991.285714286,8/1/2015
8/1/2015,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,56.000000000,8/1/2015
1/1/2018,Emera Maine,Maine Public District,Large,CEP customers,13,437.401387097,1/1/2018
1/1/2018,Emera Maine,Maine Public District,Large,Standard offer customers,2,3.647741935,1/1/2018
12/1/2017,Central Maine Power,N/A,Medium,CEP customers,3692,2784.784322581,12/1/2017
12/1/2017,Central Maine Power,N/A,Medium,Standard offer customers,6090,2011.811193548,12/1/2017
5/1/2016,Emera Maine,Maine Public District,Medium,CEP customers,64,102.129032258,5/1/2016
5/1/2016,Emera Maine,Maine Public District,Medium,Standard offer customers,119,118.838709677,5/1/2016
5/1/2021,Emera Maine,Bangor Hydro District,Small,CEP customers,11331,195.428571429,5/1/2021
5/1/2021,Emera Maine,Bangor Hydro District,Small,Standard offer customers,123184,1680.428571429,5/1/2021
10/1/2010,Emera Maine,Maine Public District,Medium,CEP customers,56,98.258064516,10/1/2010
10/1/2010,Emera Maine,Maine Public District,Medium,Standard offer customers,135,145.387096774,10/1/2010
6/1/2017,Emera Maine,Maine Public District,Large,CEP customers,13,439.163633333,6/1/2017
6/1/2017,Emera Maine,Maine Public District,Large,Standard offer customers,1,1.200000000,6/1/2017
10/1/2017,Emera Maine,Bangor Hydro District,Small,CEP customers,11378,194.451731143,10/1/2017
10/1/2017,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114282,1660.184151435,10/1/2017
8/1/2007,Central Maine Power,N/A,Small,CEP customers,2889,118,8/1/2007
8/1/2007,Central Maine Power,N/A,Small,Standard offer customers,576508,13756,8/1/2007
8/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,17903,401.571428571,8/1/2013
8/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105645,1869.428571429,8/1/2013
8/1/2018,Central Maine Power,N/A,Large,CEP customers,363,10227.555548387,8/1/2018
8/1/2018,Central Maine Power,N/A,Large,Standard offer customers,48,173.431548387,8/1/2018
1/1/2014,Emera Maine,Bangor Hydro District,Large,CEP customers,33,640.142857143,1/1/2014
1/1/2014,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,156.285714286,1/1/2014
2/1/2019,Emera Maine,Bangor Hydro District,Medium,CEP customers,816,859.924664830,2/1/2019
2/1/2019,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1040,495.639622229,2/1/2019
3/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,46,102.548387097,3/1/2012
3/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,137,138.290322581,3/1/2012
10/1/2015,Emera Maine,Bangor Hydro District,Medium,CEP customers,839,720,10/1/2015
10/1/2015,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1042,444,10/1/2015
1/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,51,110.741935484,1/1/2013
1/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,132,140.967741935,1/1/2013
9/1/2011,Emera Maine,Maine Public District,Medium,CEP customers,46,113.033333333,9/11/2011
9/1/2011,Emera Maine,Maine Public District,Medium,Standard offer customers,141,158.7,9/11/2011
6/1/2010,Emera Maine,Bangor Hydro District,Medium,CEP customers,653,725.428571429,6/1/2010
6/1/2010,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1063,682.285714286,6/1/2010
3/1/2015,Central Maine Power,N/A,Medium,CEP customers,5797,3334.258548387,3/1/2015
3/1/2015,Central Maine Power,N/A,Medium,Standard offer customers,6233,1824.617709677,3/1/2015
7/1/2007,Emera Maine,Bangor Hydro District,Medium,CEP customers,415,638,7/1/2007
7/1/2007,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1205,808,7/1/2007
2/1/2017,Central Maine Power,N/A,Medium,CEP customers,4915,3181.0364,2/1/2017
2/1/2017,Central Maine Power,N/A,Medium,Standard offer customers,5404,1999.13885,2/1/2017
2/1/2008,Emera Maine,Maine Public District,Large,CEP customers,10,309.258064516,2/1/2008
2/1/2008,Emera Maine,Maine Public District,Large,Standard offer customers,8,124.903225806,2/1/2008
3/1/2021,Emera Maine,Maine Public District,Small,CEP customers,373,21.552419355,3/1/2021
3/1/2021,Emera Maine,Maine Public District,Small,Standard offer customers,36758,833.446258065,3/1/2021
5/1/2018,Emera Maine,Maine Public District,Large,CEP customers,13,417.225806452,5/1/2018
5/1/2018,Emera Maine,Maine Public District,Large,Standard offer customers,3,4.741935484,5/1/2018
6/1/2020,Central Maine Power,N/A,Small,CEP customers,80431,1595.341166667,6/1/2020
6/1/2020,Central Maine Power,N/A,Small,Standard offer customers,551869,9785.880633333,6/1/2020
3/1/2019,Central Maine Power,N/A,Large,CEP customers,355,8062.985032258,3/1/2019
3/1/2019,Central Maine Power,N/A,Large,Standard offer customers,57,214.491419355,3/1/2019
8/1/2016,Emera Maine,Bangor Hydro District,Small,CEP customers,10998,242,8/1/2016
8/1/2016,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114265,2022,8/1/2016
5/1/2015,Central Maine Power,N/A,Large,CEP customers,331,6993.946516129,5/1/2015
5/1/2015,Central Maine Power,N/A,Large,Standard offer customers,43,297.733806452,5/1/2015
11/1/2020,Emera Maine,Bangor Hydro District,Small,CEP customers,10932,182.142857143,11/30/2020
11/1/2020,Emera Maine,Bangor Hydro District,Small,Standard offer customers,122063,1696,11/30/2020
11/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,52,109.233333333,11/1/2013
11/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,126,126.4,11/1/2013
8/1/2015,Emera Maine,Bangor Hydro District,Medium,CEP customers,836,907.285714286,8/1/2015
8/1/2015,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1047,553.285714286,8/1/2015
7/1/2019,Emera Maine,Bangor Hydro District,Small,CEP customers,11366,266.817558871,7/1/2019
