"","Hour","Date","West Enfield","Jonesboro","Total Billable","Period.x","Above Market Costs","X__1","***Check Cap in CMP file***","Ashland","Fort Fairfield","Running MWh Total","Billable","LMP","Period.y","Above Market Price","Reimbursable Above Market Costs","Running Payment Total"
"6574",10,2017-10-09,"0","0","0","10/2017",0,"","","38.094","0","200320.27","38.094","40.63","10/2017","5.87","223.61178","4201391.76863001"
"6575",10,2017-10-10,"0","0","0","10/2017",0,"","","0","0","200594.711","0","50.29","10/2017","-3.79","0","4201119.33487001"
"6576",10,2017-10-11,"0","0","0","10/2017",0,"","","0","0","200594.711","0","28.02","10/2017","18.48","0","4201119.33487001"
"6577",10,2017-10-12,"0","0","0","10/2017",0,"","","36.94","0","201342.036","36.94","28.43","10/2017","18.07","667.5058","4215925.26892001"
"6578",10,2017-10-13,"0","0","0","10/2017",0,"","","38.92","0","202257.374","38.92","35.13","10/2017","11.37","442.5204","4230717.42830001"
"6579",10,2017-10-14,"0","0","0","10/2017",0,"","","38.48","0","203170.119","38.48","45.26","10/2017","1.24","47.7152000000001","4245290.79612001"
"6580",10,2017-10-15,"0","0","0","10/2017",0,"","","37.125","26.762","204115.511","40","38.86","10/2017","7.64","305.6","4253320.60180001"
"6581",10,2017-10-16,"0","0","0","10/2017",0,"","","38.704","12.839","205068.905","40","42.22","10/2017","4.28","171.2","4259063.60536001"
"6582",10,2017-10-17,"0","0","0","10/2017",0,"","","39.096","32.08","206028.905","40","38.84","10/2017","7.66","306.4","4267914.40536"
"6583",10,2017-10-18,"0","0","0","10/2017",0,"","","27.082","25.704","206988.905","40","33.16","10/2017","13.34","533.6","4281054.40536"
"6584",10,2017-10-19,"0","0","0","10/2017",0,"","","37.299","30.668","207948.905","40","25.24","10/2017","21.26","850.4","4297625.60536001"
"6585",10,2017-10-20,"0","0","0","10/2017",0,"","","37.758","30.454","208908.905","40","25.3","10/2017","21.2","848","4316388.80536001"
"6586",10,2017-10-21,"12.175","0","12.175","10/2017",163.145,"","","0","30.391","209764.826","30.391","23.66","10/2017","22.84","694.13044","4334446.41316001"
"6587",10,2017-10-22,"12.265","0","12.265","10/2017",164.351,"","","0","29.774","210477.243","29.774","22.8","10/2017","23.7","705.6438","4351834.59496001"
"6588",10,2017-10-23,"12.814","0","12.814","10/2017",171.7076,"","","0","31.034","211202.525","31.034","28.03","10/2017","18.47","573.19798","4367523.24607001"
"6589",10,2017-10-24,"13.273","0","13.273","10/2017",177.8582,"","","0","31.084","211940.898","31.084","37.63","10/2017","8.87","275.71508","4378961.56949001"
"6590",10,2017-10-25,"14.735","0","14.735","10/2017",197.449,"","","0","31.109","212693.9","31.109","35.06","10/2017","11.44","355.88696","4387311.67862"
"6591",10,2017-10-26,"18","0","18","10/2017",241.2,"","","0","31.16","213451.992","31.16","29.61","10/2017","16.89","526.2924","4398128.04588"
"6592",10,2017-10-27,"17.6418","0","17.6418","10/2017",236.40012,"","","0","32.168","214209.024","32.168","26.76","10/2017","19.74","634.99632","4413626.79246"
"6593",10,2017-10-28,"17.3106","0","17.3106","10/2017",231.96204,"","","0","30.593","214979.614","30.593","26.95","10/2017","19.55","598.09315","4432158.85093"
"6594",10,2017-10-29,"17.2692","0","17.2692","10/2017",231.40728,"","","37.75","29.232","215830.185","40","20.23","10/2017","26.27","1050.8","4456209.08926"
"6595",10,2017-10-30,"16.5942","0","16.5942","10/2017",222.36228,"","","36.151","28.463","216790.185","40","25.92","10/2017","20.58","823.2","4484891.08926"
"6596",10,2017-10-31,"18.632","0","18.632","10/2017",249.6688,"","","38.797","31.387","217750.185","40","23.82","10/2017","22.68","907.2","4516409.48926"
"6597",10,2017-11-01,"19.948","0","19.948","11/2017",267.3032,"","","39.172","32.042","218710.185","40","30.56","11/2017","15.94","637.6","4540304.28926"
"6598",10,2017-11-02,"19.937","0","19.937","11/2017",267.1558,"","","38.657","31.689","219670.185","40","20.69","11/2017","25.81","1032.4","4564997.88926"
"6599",10,2017-11-03,"19.881","0","19.881","11/2017",266.4054,"","","29.005","31.261","220630.185","40","14.91","11/2017","31.59","1263.6","4598147.08926"
"6600",10,2017-11-04,"19.634","0","19.634","11/2017",263.0956,"","","14.753","32.193","221590.185","40","16.53","11/2017","29.97","1198.8","4633375.08926"
"6601",10,2017-11-05,"19.683","0","19.683","11/2017",263.7522,"","","14.378","30.127","222590.185","40","18.8","11/2017","27.7","1108","4666117.88926"
"6602",10,2017-11-06,"19.21","0","19.21","11/2017",257.414,"","","38.508","29.698","223550.185","40","23.58","11/2017","22.92","916.8","4695884.68926"
"6603",10,2017-11-07,"0","0","0","11/2017",0,"","","36.806","31.349","224510.185","40","34","11/2017","12.5","500","4715373.48926"
"6604",10,2017-11-08,"0","0","0","11/2017",0,"","","37.64","31.046","225470.185","40","30.59","11/2017","15.91","636.4","4732655.08926"
"6605",10,2017-11-09,"0","0","0","11/2017",0,"","","37.663","30.946","226430.185","40","35.73","11/2017","10.77","430.8","4745883.88926"
"6606",10,2017-11-10,"0","0","0","11/2017",0,"","","38.041","31.475","227390.185","40","44.1","11/2017","2.4","95.9999999999999","4757582.28926"
"6607",10,2017-11-11,"0","0","0","11/2017",0,"","","37.892","32.193","228350.185","40","69.94","11/2017","-23.44","-937.6","4736851.88926001"
"6608",10,2017-11-12,"0","0","0","11/2017",0,"","","37.621","0","229304.706","37.621","67.39","11/2017","-20.89","-785.90269","4724089.97217"
"6609",10,2017-11-13,"0","0","0","11/2017",0,"","","39.012","32.42","230250.363","40","72.88","11/2017","-26.38","-1055.2","4714587.48903"
"6610",10,2017-11-14,"0","0","0","11/2017",0,"","","33.888","32.621","231210.363","40","53.55","11/2017","-7.05","-282","4702948.68903"
"6611",10,2017-11-15,"13.003","0","13.003","11/2017",174.2402,"","","35.109","31.538","232170.363","40","47.5","11/2017","-1","-40","4704265.88903"
"6612",10,2017-11-16,"17.257","0","17.257","11/2017",231.2438,"","","33.096","32.672","233130.363","40","40.97","11/2017","5.53","221.2","4711239.48903"
"6613",10,2017-11-17,"18.189","0","18.189","11/2017",243.7326,"","","36.263","0","234074.201","36.263","32.64","11/2017","13.86","502.60518","4722509.78618"
"6614",10,2017-11-18,"18.7758","0","18.7758","11/2017",251.59572,"","","38.021","0","234979.883","38.021","41.7","11/2017","4.8","182.5008","4734437.33023"
"6615",10,2017-11-19,"17.8308","0","17.8308","11/2017",238.93272,"","","37.204","0","235890.818","37.204","23.83","11/2017","22.67","843.41468","4750607.24284"
"6616",10,2017-11-20,"17.631","0","17.631","11/2017",236.2554,"","","37.514","0","236782.647","37.514","33.88","11/2017","12.62","473.42668","4764842.80569"
"6617",10,2017-11-21,"19.296","0","19.296","11/2017",258.5664,"","","37.635","32.193","237729.817","40","30.36","11/2017","16.14","645.6","4775534.66493"
"6618",10,2017-11-22,"19.154","0","19.154","11/2017",256.6636,"","","39.351","32.521","238689.817","40","29.03","11/2017","17.47","698.8","4795462.26493"
"6619",10,2017-11-23,"19.384","0","19.384","11/2017",259.7456,"","","37.901","32.294","239649.817","40","38.12","11/2017","8.38","335.2","4811891.06493"
"6620",10,2017-11-24,"19.433","0","19.433","11/2017",260.4022,"","","34.896","31.878","240609.817","40","28.32","11/2017","18.18","727.2","4831520.26493"
"6621",10,2017-11-25,"19.294","0","19.294","11/2017",258.5396,"","","37.892","32.042","241569.817","40","25.95","11/2017","20.55","822","4853085.06493"
"6622",10,2017-11-26,"18.794","0","18.794","11/2017",251.8396,"","","38.567","32.017","242529.817","40","26.38","11/2017","20.12","804.8","4875274.66493"
"6623",10,2017-11-27,"19.382","0","19.382","11/2017",259.7188,"","","37.929","31.462","243489.817","40","11.27","11/2017","35.23","1409.2","4895255.06493"
"6624",10,2017-11-28,"19.519","0","19.519","11/2017",261.5546,"","","37.817","0","244427.912","37.817","26.08","11/2017","20.42","772.22314","4923925.97575"
"6625",10,2017-11-29,"17.656","0","17.656","11/2017",236.5904,"","","38.587","0","245342.51","38.587","-0.22","11/2017","46.72","1802.78464","4959703.03894999"
"6626",10,2017-11-30,"14.776","0","14.776","11/2017",197.9984,"","","38.357","0","246256.814","38.357","38.58","11/2017","7.92","303.78744","4990402.00022999"
"6627",10,2017-12-01,"14.857","0","14.857","12/2017",199.0838,"","","38.752","0","247185.594","38.752","29.58","12/2017","16.92","655.68384","5010613.23043999"
"6628",10,2017-12-02,"14.895","0","14.895","12/2017",199.593,"","","38.416","0","248114.746","38.416","32.11","12/2017","14.39","552.80624","5030316.13491999"
"6629",10,2017-12-03,"15.115","0","15.115","12/2017",202.541,"","","37.632","21.798","249044.522","40","33.23","12/2017","13.27","530.8","5046449.89107999"
"6630",10,2017-12-04,"14.899","0","14.899","12/2017",199.6466,"","","38.976","26.586","250004.522","40","20.02","12/2017","26.48","1059.2","5060379.89107999"
"6631",10,2017-12-05,"14.195","0","14.195","12/2017",190.213,"","","39.312","0","250902.59","39.312","14.9","12/2017","31.6","1242.2592","5079482.73059999"
"6632",10,2017-12-06,"13.698","0","13.698","12/2017",183.5532,"","","38.304","0","251788.062","38.304","9.72","12/2017","36.78","1408.82112","5115423.88899999"
"6633",10,2017-12-07,"15.005","0","15.005","12/2017",201.067,"","","38.64","0","252709.15","38.64","34.44","12/2017","12.06","465.9984","5130958.83891999"
"6634",10,2017-12-08,"15.494","0","15.494","12/2017",207.6196,"","","38.864","0","253634.382","38.864","36.21","12/2017","10.29","399.91056","5140354.15379999"
"6635",10,2017-12-09,"15.143","0","15.143","12/2017",202.9162,"","","39.424","0","254556.814","39.424","43.61","12/2017","2.89","113.93536","5149767.07843999"
"6636",10,2017-12-10,"15.37","0","15.37","12/2017",205.958,"","","38.752","0","255480.926","38.752","42.68","12/2017","3.82","148.03264","5154806.81187999"
"6637",10,2017-12-11,"17.991","0","17.991","12/2017",241.0794,"","","38.416","32.067","256431.614","40","52.49","12/2017","-5.99","-239.6","5152926.75891999"
"6638",10,2017-12-12,"19.512","0","19.512","12/2017",261.4608,"","","0","32.81","257346.707","32.81","51.15","12/2017","-4.65","-152.5665","5147420.71693999"
"6639",10,2017-12-13,"20.286","0","20.286","12/2017",271.8324,"","","0","32.571","258120.271","32.571","52.72","12/2017","-6.22","-202.59162","5147184.25162999"
"6640",10,2017-12-14,"15.745","0","15.745","12/2017",210.983,"","","0","32.596","258895.939","32.596","59.87","12/2017","-13.37","-435.80852","5135327.70707999"
"6641",10,2017-12-15,"15.926","0","15.926","12/2017",213.4084,"","","0","32.029","259667.261","32.029","59.19","12/2017","-12.69","-406.44801","5128763.24687999"
"6642",10,2017-12-16,"19.211","0","19.211","12/2017",257.4274,"","","37.856","32.81","260543.047","40","68.78","12/2017","-22.28","-891.2","5115382.11906999"
"6643",10,2017-12-17,"19.328","17.138","36.466","12/2017",488.6444,"","","39.088","31.374","261503.047","40","74.03","12/2017","-27.53","-1101.2","5102702.51906999"
"6644",10,2017-12-18,"19.568","15.799","35.367","12/2017",473.9178,"","","39.648","31.324","262463.047","40","79.67","12/2017","-33.17","-1326.8","5079795.31906999"
"6645",10,2017-12-19,"19.156","19.012","38.168","12/2017",511.4512,"","","39.2","31.979","263423.047","40","71.29","12/2017","-24.79","-991.6","5063496.51906999"
"6646",10,2017-12-20,"18.187","18.47","36.657","12/2017",491.2038,"","","38.304","32.369","264383.047","40","55.28","12/2017","-8.78","-351.2","5063776.91906999"
"6647",10,2017-12-21,"19.264","18.455","37.719","12/2017",505.4346,"","","39.2","32.029","265343.047","40","84.08","12/2017","-37.58","-1503.2","5047001.31906999"
"6648",10,2017-12-22,"19.431","18.452","37.883","12/2017",507.6322,"","","39.2","30.026","266303.047","40","98.34","12/2017","-51.84","-2073.6","5017656.51906999"
"6649",10,2017-12-23,"20.104","19.505","39.609","12/2017",530.7606,"","","37.744","31.865","267263.047","40","75.02","12/2017","-28.52","-1140.8","4997702.51906999"
"6650",10,2017-12-24,"19.921","19.532","39.453","12/2017",528.6702,"","","39.088","32.231","268223.047","40","65","12/2017","-18.5","-740","4989612.91906999"
"6651",10,2017-12-25,"19.942","19.652","39.594","12/2017",530.5596,"","","37.968","30.996","269183.047","40","86.83","12/2017","-40.33","-1613.2","4976163.71906999"
"6652",10,2017-12-26,"19.94","19.483","39.423","12/2017",528.2682,"","","36.624","32.029","270143.047","40","101.13","12/2017","-54.63","-2185.2","4940377.71906999"
"6653",10,2017-12-27,"20.095","20.419","40","12/2017",536,"","","38.192","32.407","271103.047","40","123.67","12/2017","-77.17","-3086.8","4886382.91906999"
"6654",10,2017-12-28,"20.133","20.151","40","12/2017",536,"","","39.088","31.752","272063.047","40","167.06","12/2017","-120.56","-4822.4","4800902.11906999"
"6655",10,2017-12-29,"20.479","20.158","40","12/2017",536,"","","38.864","32.684","273023.047","40","189.28","12/2017","-142.78","-5711.2","4699074.51906999"
"6656",10,2017-12-30,"20.385","20.326","40","12/2017",536,"","","37.072","32.105","273983.047","40","196.48","12/2017","-149.98","-5999.2","4592242.91906999"
"6657",10,2017-12-31,"15.66","6.39","22.05","12/2017",295.47,"","","35.056","31.941","274943.047","40","189.98","12/2017","-143.48","-5739.2","4489574.51906999"
"6658",10,2018-01-01,"20.533","7.303","27.836","1/2018",373.0024,"","","39.312","32.281","272540.91","40","171.59","1/2018","-125.09","-5003.6","4381138.91906999"
"6659",10,2018-01-02,"20.075","5.836","25.911","1/2018",347.2074,"","","39.312","31.966","273500.91","40","197.83","1/2018","-151.33","-6053.2","4268539.71906999"
"6660",10,2018-01-03,"20.061","6.842","26.903","1/2018",360.5002,"","","36.736","32.609","274460.91","40","181.23","1/2018","-134.73","-5389.2","4157095.71906999"
"6661",10,2018-01-04,"16.625","4.122","20.747","1/2018",278.0098,"","","37.52","33.239","275420.91","40","154.05","1/2018","-107.55","-4302","4061406.51906999"
"6662",10,2018-01-05,"16.351","4.367","20.718","1/2018",277.6212,"","","37.968","31.752","276380.91","40","233.06","1/2018","-186.56","-7462.4","3947425.71906999"
"6663",10,2018-01-06,"12.168","6.73","18.898","1/2018",253.2332,"","","33.712","29.925","277340.91","40","250","1/2018","-203.5","-8140","3794169.71906999"
"6664",10,2018-01-07,"12.019","7.349","19.368","1/2018",259.5312,"","","37.856","31.651","278300.91","40","176.59","1/2018","-130.09","-5203.6","3647915.31906999"
"6665",10,2018-01-08,"12.096","7.067","19.163","1/2018",256.7842,"","","36.4","33.352","279260.91","40","212.09","1/2018","-165.59","-6623.6","3525980.11906999"
"6666",10,2018-01-09,"10.213","5.483","15.696","1/2018",210.3264,"","","36.064","32.117","280220.91","40","125.78","1/2018","-79.28","-3171.2","3438842.11906999"
"6667",10,2018-01-10,"9.986","8.579","18.565","1/2018",248.771,"","","35.168","32.81","281180.91","40","124.12","1/2018","-77.62","-3104.8","3387630.51906999"
"6668",10,2018-01-11,"10.166","10.265","20.431","1/2018",273.7754,"","","39.424","31.941","282140.91","40","49.12","1/2018","-2.62","-104.8","3367068.51906999"
"6669",10,2018-01-12,"10.417","10.622","21.039","1/2018",281.9226,"","","37.072","32.269","283100.91","40","28.35","1/2018","18.15","726","3378375.71906999"
"6670",10,2018-01-13,"8.73","10.04","18.77","1/2018",251.518,"","","37.744","28.728","284060.91","40","27.29","1/2018","19.21","768.4","3402540.51906999"
"6671",10,2018-01-14,"14.038","14.857","28.895","1/2018",387.193,"","","36.176","31.311","285020.91","40","146.44","1/2018","-99.94","-3997.6","3375090.51906999"
"6672",10,2018-01-15,"14.135","12.474","26.609","1/2018",356.5606,"","","37.856","30.996","285980.91","40","163.07","1/2018","-116.57","-4662.8","3283712.91906999"
"6673",10,2018-01-16,"14.411","6.746","21.157","1/2018",283.5038,"","","37.296","32.193","286940.91","40","128.3","1/2018","-81.8","-3272","3200518.51906999"
"6674",10,2018-01-17,"16.211","6.667","22.878","1/2018",306.5652,"","","31.024","31.324","287900.91","40","114.46","1/2018","-67.96","-2718.4","3137387.31906999"
"6675",10,2018-01-18,"18.056","10.44","28.496","1/2018",381.8464,"","","37.408","31.538","288860.91","40","102.51","1/2018","-56.01","-2240.4","3078755.31906999"
"6676",10,2018-01-19,"18.653","10.474","29.127","1/2018",390.3018,"","","39.648","32.672","289820.91","40","88.03","1/2018","-41.53","-1661.2","3039520.51906999"
"6677",10,2018-01-20,"0","6.475","6.475","1/2018",86.765,"","","38.08","32.269","290780.91","40","30","1/2018","16.5","660","3038280.51906999"
"6678",10,2018-01-21,"9.166","6.518","15.684","1/2018",210.1656,"","","34.72","32.634","291740.91","40","36.57","1/2018","9.93","397.2","3062649.31906999"
"6679",10,2018-01-22,"18.158","8.273","26.431","1/2018",354.1754,"","","34.944","31.954","292700.91","40","46.99","1/2018","-0.490000000000002","-19.6000000000001","3071812.51906999"
"6680",10,2018-01-23,"12.67","6.527","19.197","1/2018",257.2398,"","","33.152","25.565","293660.91","40","28.19","1/2018","18.31","732.4","3074794.11906999"
"6681",10,2018-01-24,"12.389","6.822","19.211","1/2018",257.4274,"","","36.96","25.603","294620.91","40","35","1/2018","11.5","460","3095002.51906999"
"6682",10,2018-01-25,"18.765","10.589","29.354","1/2018",393.3436,"","","36.288","25.729","295580.91","40","100","1/2018","-53.5","-2140","3083227.31906999"
"6683",10,2018-01-26,"18.319","10.526","28.845","1/2018",386.523,"","","0","26.107","296423.906","26.107","101.25","1/2018","-54.75","-1429.35825","3043836.38806999"
"6684",10,2018-01-27,"10.319","6.314","16.633","1/2018",222.8822,"","","0","32.155","297162.972","32.155","66.8","1/2018","-20.3","-652.7465","3025501.85981999"
"6685",10,2018-01-28,"9.596","6.332","15.928","1/2018",213.4352,"","","0","26.611","297841.214","26.611","26.78","1/2018","19.72","524.76892","3040186.51350999"
"6686",10,2018-01-29,"17.611","6.494","24.105","1/2018",323.007,"","","34.048","16.09","298699.831","40","47.83","1/2018","-1.33","-53.1999999999999","3052095.02381999"
"6687",10,2018-01-30,"18.227","10.415","28.642","1/2018",383.8028,"","","36.176","32.672","299659.831","40","93.2","1/2018","-46.7","-1868","3036795.42381999"
"6688",10,2018-01-31,"16.94","10.566","27.506","1/2018",368.5804,"","","34.72","32.256","300619.831","40","97.12","1/2018","-50.62","-2024.8","2995123.02381999"
"6689",10,2018-02-01,"15.885","11.003","26.888","2/2018",360.2992,"","","37.184","32.47","301564.54","40","80.51","2/2018","-34.01","-1360.4","2964591.02381999"
"6690",10,2018-02-02,"18.419","10.706","29.125","2/2018",390.275,"","","36.736","26.989","302524.54","40","51.17","2/2018","-4.67","-186.8","2958858.62381999"
"6691",10,2018-02-03,"18.464","10.631","29.095","2/2018",389.873,"","","33.712","30.958","303484.54","40","98.77","2/2018","-52.27","-2090.8","2947433.82381999"
"6692",10,2018-02-04,"14.263","8.834","23.097","2/2018",309.4998,"","","37.408","31.991","304444.54","40","55.3","2/2018","-8.8","-352","2931133.42381999"
"6693",10,2018-02-05,"14.166","8.523","22.689","2/2018",304.0326,"","","24.528","31.891","305404.54","40","49.21","2/2018","-2.71","-108.4","2930140.22381999"
"6694",10,2018-02-06,"13.775","6.545","20.32","2/2018",272.288,"","","38.192","31.802","306364.54","40","87.81","2/2018","-41.31","-1652.4","2910826.22381999"
"6695",10,2018-02-07,"17.822","6.568","24.39","2/2018",326.826,"","","32.816","28.552","307324.54","40","77.92","2/2018","-31.42","-1256.8","2894866.22381999"
"6696",10,2018-02-08,"18.079","6.682","24.761","2/2018",331.7974,"","","34.272","25.225","308284.54","0","61.63","2/2018","-15.13","0","2887879.33221999"
"6697",10,2018-02-09,"17.73","6.199","23.929","2/2018",320.6486,"","","35.728","30.026","309244.54","0","63.87","2/2018","-17.37","0","2887879.33221999"
"6698",10,2018-02-10,"14.855","6.226","21.081","2/2018",282.4854,"","","23.52","26.145","310197.314","0","50.85","2/2018","-4.35","0","2887879.33221999"
"6699",10,2018-02-11,"14.818","6.656","21.474","2/2018",287.7516,"","","36.848","25.994","311157.314","0","29.07","2/2018","17.43","0","2887879.33221999"
"6700",10,2018-02-12,"14.854","6.653","21.507","2/2018",288.1938,"","","36.288","14.83","312117.314","0","24.03","2/2018","22.47","0","2887879.33221999"
"6701",10,2018-02-13,"17.762","6.669","24.431","2/2018",327.3754,"","","36.512","0","312985.794","0","46.69","2/2018","-0.189999999999998","0","2887879.33221999"
"6702",10,2018-02-14,"14.612","6.392","21.004","2/2018",281.4536,"","","0","0","313787.378","0","37.33","2/2018","9.17","0","2887879.33221999"
"6703",10,2018-02-15,"14.632","6.293","20.925","2/2018",280.395,"","","0","0","313787.378","0","25.43","2/2018","21.07","0","2887879.33221999"
"6704",10,2018-02-16,"14.686","6.662","21.348","2/2018",286.0632,"","","36.4","0","314118.45","0","24.69","2/2018","21.81","0","2887879.33221999"
"6705",10,2018-02-17,"14.528","6.34","20.868","2/2018",279.6312,"","","33.824","22.856","315037.394","0","25.7","2/2018","20.8","0","2887879.33221999"
"6706",10,2018-02-18,"14.825","6.448","21.273","2/2018",285.0582,"","","34.832","29.308","315997.394","0","19.86","2/2018","26.64","0","2887879.33221999"
"6707",10,2018-02-19,"14.677","6.437","21.114","2/2018",282.9276,"","","38.08","23.348","316957.394","0","25.59","2/2018","20.91","0","2887879.33221999"
"6708",10,2018-02-20,"14.611","0","14.611","2/2018",195.7874,"","","38.528","28.199","317917.394","0","24.74","2/2018","21.76","0","2887879.33221999"
"6709",10,2018-02-21,"14.758","0","14.758","2/2018",197.7572,"","","37.856","31.626","318877.394","0","20","2/2018","26.5","0","2887879.33221999"
"6710",10,2018-02-22,"14.503","0","14.503","2/2018",194.3402,"","","38.304","30.643","319837.394","0","25.03","2/2018","21.47","0","2887879.33221999"
"6711",10,2018-02-23,"14.636","0","14.636","2/2018",196.1224,"","","36.848","26.687","320797.394","0","30.33","2/2018","16.17","0","2887879.33221999"
"6712",10,2018-02-24,"14.544","0","14.544","2/2018",194.8896,"","","36.176","20.248","321757.394","0","19.29","2/2018","27.21","0","2887879.33221999"
"6713",10,2018-02-25,"15.014","0","15.014","2/2018",201.1876,"","","38.08","14.654","322717.394","0","22.88","2/2018","23.62","0","2887879.33221999"
"6714",10,2018-02-26,"14.72","0","14.72","2/2018",197.248,"","","36.624","28.06","323677.394","0","25.46","2/2018","21.04","0","2887879.33221999"
"6715",10,2018-02-27,"14.836","0","14.836","2/2018",198.8024,"","","37.968","29.61","324637.394","0","22.73","2/2018","23.77","0","2887879.33221999"
"6716",10,2018-02-28,"14.535","0","14.535","2/2018",194.769,"","","36.4","29.408","325597.394","0","20.66","2/2018","25.84","0","2887879.33221999"
"6717",10,2018-03-01,"14.555","0","14.555","3/2018",195.037,"","","35.504","24.746","360","40","23.88","3/2018","22.62","904.8","2898651.73221999"
"6718",10,2018-03-02,"14.636","0","14.636","3/2018",196.1224,"","","33.488","27.909","1320","40","22.85","3/2018","23.65","946","2922588.93221999"
"6719",10,2018-03-03,"14.861","0","14.861","3/2018",199.1374,"","","33.488","29.534","2280","40","23.64","3/2018","22.86","914.4","2949196.93221999"
"6720",10,2018-03-04,"14.683","0","14.683","3/2018",196.7522,"","","2.352","31.891","3234.243","34.243","19.7","3/2018","26.8","917.7124","2974752.24461999"
"6721",10,2018-03-05,"14.807","0","14.807","3/2018",198.4138,"","","35.728","31.135","4194.243","40","26.35","3/2018","20.15","806","2998225.84461999"
"6722",10,2018-03-06,"14.879","0","14.879","3/2018",199.3786,"","","37.52","30.782","5154.243","40","26.84","3/2018","19.66","786.4","3017625.04461999"
"6723",10,2018-03-07,"14.648","0","14.648","3/2018",196.2832,"","","37.184","30.341","6114.243","40","34.24","3/2018","12.26","490.4","3036250.24461999"
"6724",10,2018-03-08,"15.032","0","15.032","3/2018",201.4288,"","","33.936","28.93","7074.243","40","31.72","3/2018","14.78","591.2","3054560.24461999"
"6725",10,2018-03-09,"14.891","0","14.891","3/2018",199.5394,"","","36.624","16.556","8034.243","40","37.63","3/2018","8.87","354.8","3067636.64461999"
"6726",10,2018-03-10,"11.536","0","11.536","3/2018",154.5824,"","","38.192","32.256","8994.243","40","30.53","3/2018","15.97","638.8","3082671.44461999"
"6727",10,2018-03-11,"12.699","0","12.699","3/2018",170.1666,"","","36.96","28.098","9914.243","40","24.73","3/2018","21.77","870.8","3102482.24461999"
"6728",10,2018-03-12,"11.561","0","11.561","3/2018",154.9174,"","","35.168","28.463","10874.243","40","33.93","3/2018","12.57","502.8","3120476.64461999"
"6729",10,2018-03-13,"11.477","0","11.477","3/2018",153.7918,"","","37.968","23.234","11834.243","40","36.93","3/2018","9.57","382.8","3134707.84461999"
"6730",10,2018-03-14,"13.781","0","13.781","3/2018",184.6654,"","","34.384","29.245","12794.243","40","43.51","3/2018","2.99","119.6","3147147.84461999"
"6731",10,2018-03-15,"13.982","0","13.982","3/2018",187.3588,"","","34.272","28.791","13754.243","40","55.55","3/2018","-9.05","-362","3150130.64461999"
"6732",10,2018-03-16,"14.326","0","14.326","3/2018",191.9684,"","","36.064","27.355","14714.243","40","61.06","3/2018","-14.56","-582.4","3149822.64461999"
"6733",10,2018-03-17,"17.271","0","17.271","3/2018",231.4314,"","","36.064","0","15640.881","36.064","49.81","3/2018","-3.31","-119.37184","3151047.89221999"
"6734",10,2018-03-18,"14.828","0","14.828","3/2018",198.6952,"","","37.52","0","16478.865","37.52","59.05","3/2018","-12.55","-470.876","3146985.08325999"
"6735",10,2018-03-19,"14.863","0","14.863","3/2018",199.1642,"","","34.608","0","17341.377","34.608","61.23","3/2018","-14.73","-509.77584","3139583.35717999"
"6736",10,2018-03-20,"12.816","0","12.816","3/2018",171.7344,"","","33.824","0","18201.425","33.824","54.65","3/2018","-8.15","-275.6656","3132323.13973999"
"6737",10,2018-03-21,"11.938","0","11.938","3/2018",159.9692,"","","36.176","0","19066.177","36.176","48.74","3/2018","-2.24","-81.0342400000001","3132740.45285999"
"6738",10,2018-03-22,"11.788","0","11.788","3/2018",157.9592,"","","37.856","27.745","19997.953","40","52.65","3/2018","-6.15","-246","3137759.20021999"
"6739",10,2018-03-23,"11.682","0","11.682","3/2018",156.5388,"","","37.744","24.961","20957.953","40","42","3/2018","4.5","180","3146900.80021999"
"6740",10,2018-03-24,"11.678","6.736","18.414","3/2018",246.7476,"","","37.184","25.263","21917.953","40","33.68","3/2018","12.82","512.8","3162781.20021999"
"6741",10,2018-03-25,"11.759","6.66","18.419","3/2018",246.8146,"","","37.296","25.528","22877.953","40","29.06","3/2018","17.44","697.6","3181197.20021999"
"6742",10,2018-03-26,"11.934","10.67","22.604","3/2018",302.8936,"","","34.048","24.268","23837.953","40","33.46","3/2018","13.04","521.6","3192561.20021999"
"6743",10,2018-03-27,"13.244","14.53","27.774","3/2018",372.1716,"","","38.528","27.216","24797.953","40","29.29","3/2018","17.21","688.4","3207268.40021999"
"6744",10,2018-03-28,"14.749","0","14.749","3/2018",197.6366,"","","35.728","27.317","25757.953","40","34.24","3/2018","12.26","490.4","3228330.80021999"
"6745",10,2018-03-29,"0","0","0","3/2018",0,"","","35.84","26.951","26717.953","40","32.22","3/2018","14.28","571.2","3246411.20021999"
"6746",10,2018-03-30,"0","0","0","3/2018",0,"","","34.16","0","27660.242","34.16","15.25","3/2018","31.25","1067.5","3268459.60768999"
"6747",10,2018-03-31,"0","0","0","3/2018",0,"","","19.712","29.887","28587.132","40","10.75","3/2018","35.75","1430","3302366.53010999"
"6748",10,2018-04-01,"0","0","0","4/2018",0,"","","19.6","29.371","29547.132","40","-1","4/2018","47.5","1900","3341865.73010999"
"6749",10,2018-04-02,"0","0","0","4/2018",0,"","","36.288","30.164","30507.132","40","28.14","4/2018","18.36","734.4","3381901.33010999"
"6750",10,2018-04-03,"0","0","0","4/2018",0,"","","36.176","29.862","31467.132","40","52.37","4/2018","-5.87","-234.8","3396529.33010999"
"6751",10,2018-04-04,"0","0","0","4/2018",0,"","","35.616","19.593","32427.132","40","25","4/2018","21.5","860","3419599.73010999"
