,affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,state,treasurer_name,active_through,candidate_id,candidate_inactive,candidate_status,district,district_number,election_districts,election_years,federal_funds_flag,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,load_date,office,office_full,principal_committees
6981,,['P00012104'],C00708248,P,Presidential,[2020],P,Principal campaign committee,Q,2019-06-04,2019-06-04,2019-07-15,KEN ARMSTRONG FOR PRESIDENT 2020,,,LIB,LIBERTARIAN PARTY,LA,EARL L SCHENCK,,,,,,,,,,,,,,,,,,
6985,,['P00006874'],C00666248,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-01-12,2018-01-12,2018-01-12,KEN CROSS FOR PRESIDENT ,,,GRN,,AR,KENNETH R CROSS,,,,,,,,,,,,,,,,,,
7003,,['P00007062'],C00669135,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-01-30,2018-01-30,2018-04-23,KENNY WILSON FOR PRESIDENT CAMPAIGN COMMITTEE,,,,,HI,KENNETH A WILSON,,,,,,,,,,,,,,,,,,
7047,,['P60003076'],C00346163,P,Presidential,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",A,Authorized by a candidate,Q,1999-06-17,1999-06-17,2019-07-07,KEYES 2000 INC,,,REP,REPUBLICAN PARTY,VA,WILLIAM LEO CONSTANTINE,,,,,,,,,,,,,,,,,,
7093,EMPIRE STATE GRAND COUNCIL,['P00008094'],C00684779,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-08,2018-08-08,2018-08-08,KING SOLOMON LODGE #366,,,REP,REPUBLICAN PARTY,NC,"FLUDD, ERIC RENALDO",,,,,,,,,,,,,,,,,,
7108,RUSHAWN,[],C00690412,P,Presidential,"[2018, 2020]",A,Authorized by a candidate,Q,2018-10-24,2018-10-24,2018-11-25,K&K DELIVERY,,,AIP,AMERICAN INDEPENDENT PARTY,NJ,"BOK, JIM",,,,,,,,,,,,,,,,,,
7173,,['P60008851'],C00581579,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,A,2015-07-17,2019-03-13,2019-06-11,KWAME FOR USA,,,REP,REPUBLICAN PARTY,CA,KWAME A BOATENG,,,,,,,,,,,,,,,,,,
7235,,['P60000452'],C00364091,P,Presidential,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2001-01-10,2012-04-04,2019-07-12,LAROUCHE IN 2004,,,DEM,DEMOCRATIC PARTY,VA,"MAGRAW, KATHY A",,,,,,,,,,,,,,,,,,
7236,,['P60000452'],C00329706,P,Presidential,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",A,Authorized by a candidate,Q,1997-09-08,2011-10-11,2019-07-10,LAROUCHE'S COMMITTEE FOR A NEW BRETTON WOODS,,,DEM,DEMOCRATIC PARTY,VA,"MAGRAW, KATHY A",,,,,,,,,,,,,,,,,,
7239,,['P60005774'],C00703884,P,Presidential,[2020],P,Principal campaign committee,Q,2019-04-18,2019-04-18,2019-04-18,LARRY D SCARBOROUGH FOR PRESIDENT 2020,,,,,CA,,,,,,,,,,,,,,,,,,,
7540,,['P20003315'],C00708198,P,Presidential,[2020],P,Principal campaign committee,Q,2019-05-31,2019-05-31,2019-05-31,LORD GOD RICECHILDS THEOCRATIC GOVERMENT RICE TOWN CITY USA,,,REP,REPUBLICAN PARTY,NC,DAVID MICHAEL RICE,,,,,,,,,,,,,,,,,,
7603,SPREAD THE LOVE PHILLY,[],C00686501,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-30,2018-09-15,2018-09-15,LUIS A SZYDLOWSKI-DEJESUS TIME FOR A CHANGE NOW,,,ICD,INDEPENDENT CONSERV. DEMOCRATIC,PA,"DEJESUS, LUIS A MR",,,,,,,,,,,,,,,,,,
7640,,['P20002630'],C00495069,P,Presidential,"[2012, 2014, 2016, 2020]",P,Principal campaign committee,Q,2011-04-08,2019-02-08,2019-02-08,MADAME PRESIDENT TITTLE,,,DEM,DEMOCRATIC PARTY,VA,SHEILA TELLES TITTLE,,,,,,,,,,,,,,,,,,
7710,,['P00007716'],C00681486,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-06-19,2018-06-19,2018-07-16,MAKE IT HAPPEN VOTE MELVIN CLARK PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,MELVIN WAYNE CLARK,,,,,,,,,,,,,,,,,,
7744,VIVIAN'S GIFT,['P00012450'],C00709931,P,Presidential,[2020],P,Principal campaign committee,Q,2019-06-24,2019-06-24,2019-06-24,MAMA FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,SC,"MOYER, RHETT",,,,,,,,,,,,,,,,,,
7745,,['P00010397'],C00697565,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-25,2019-02-25,2019-02-25,MAMMALIAN ARCHIVISTS FOR IAN BURLINGAME; THE,,,IND,INDEPENDENT,NH,IAN BURLINGAME,,,,,,,,,,,,,,,,,,
7773,,"['P60006723', 'S0FL00338']",C00458844,P,Presidential,"[2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2009-02-05,2015-04-13,2019-07-14,MARCO RUBIO FOR PRESIDENT,,,REP,REPUBLICAN PARTY,VA,LISA LISKER,,,,,,,,,,,,,,,,,,
7787,,['P00009910'],C00696054,P,Presidential,[2020],P,Principal campaign committee,Q,2019-01-28,2019-01-28,2019-08-12,MARIANNE WILLIAMSON FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,SHAWNDA DEANE,,,,,,,,,,,,,,,,,,
7827,,['P00007443'],C00677245,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-04-25,2018-04-25,2018-05-07,MARK LONDON FOR PRESIDENT COMMITTEE,,,,,CA,MARK LONDON DUNHAM II,,,,,,,,,,,,,,,,,,
7933,,['P00010991'],C00700096,P,Presidential,[2020],P,Principal campaign committee,Q,2019-03-25,2019-03-25,2019-05-05,MATTHEW E. BRADSHAW FOR PRESIDENT OF 2020,,,IND,INDEPENDENT,VA,MATTHEW EMBRY BRADSHAW,,,,,,,,,,,,,,,,,,
8052,,['P00006783'],C00683763,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-07-26,2018-07-26,2018-08-29,MELVIN FOR PRESIDENT,,,REP,REPUBLICAN PARTY,SC,MELVIN FRANCIS EBERLY,,,,,,,,,,,,,,,,,,
8074,,['P40003279'],C00395475,P,Presidential,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2004-02-02,2011-05-24,2019-07-31,MESPLAY FOR PRESIDENT,,,GRE,GREEN PARTY,TX,DAVID MORRISON,,,,,,,,,,,,,,,,,,
8116,,['P00012096'],C00706978,P,Presidential,[2020],P,Principal campaign committee,Q,2019-05-20,2019-05-20,2019-06-11,MICHAEL D LANDINGHAM FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,OH,MICHAEL D LANDINSHAM,,,,,,,,,,,,,,,,,,
8130,,[],C00570879,P,Presidential,"[2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2014-12-09,2014-12-09,2015-12-31,MICHAEL PETYO FOR PRESIDENT 2016,,,REP,REPUBLICAN PARTY,IN,MICHAEL PETYO,,,,,,,,,,,,,,,,,,
8370,,['P00007401'],C00674812,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-03-28,2018-03-28,2018-04-30,MONTALVO FOR PRESIDENT,,,IND,INDEPENDENT,DC,KENNETH JAMES MONTALVO,,,,,,,,,,,,,,,,,,
8466,,['P60023686'],C00630848,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2017-01-11,2017-01-11,2017-01-11,MS JOANN BREIVOGEL,,,REP,REPUBLICAN PARTY,IL,MS JOANN BREIVOGEL,,,,,,,,,,,,,,,,,,
8512,PAY ATTENTION CITIZENS,[],C00673400,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-03-14,2018-03-14,2018-03-14,NABILA MIRZA,,,FED,FEDERALIST,AL,"MIRZA, MIS NABILA P",,,,,,,,,,,,,,,,,,
8518,,['P00008797'],C00691550,P,Presidential,"[2018, 2020]",A,Authorized by a candidate,Q,2018-11-09,2018-11-09,2018-12-10,NADIA BAHIA SMALLEY FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,NADIA BAHIA SMALLEY,,,,,,,,,,,,,,,,,,
8520,,['P00008797'],C00695577,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-01,2019-04-12,2019-05-13,NADIA BAHIA SMALLEY FOR PRESIDENT 2020,,,DEM,DEMOCRATIC PARTY,CA,"SMALLEY, NADIA BAHIA",,,,,,,,,,,,,,,,,,
8819,,['P60022993'],C00627810,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2016-10-20,2019-06-10,2019-06-10,NEIL J. GILLESPIE FOR PRESIDENT,,,UN,UNAFFILIATED,FL,"GILLESPIE, NEIL J.",,,,,,,,,,,,,,,,,,
8824,,['P00005777'],C00636464,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2017-04-03,2017-04-03,2017-04-24,NELSON FELICIANO,,,,,IL,NELSON FELICIANO,,,,,,,,,,,,,,,,,,
8883,NEW FUTURE FOR MATTHEW KALUS THALER,['H8MD00039'],C00612051,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2016-03-15,2016-03-16,2016-03-16,NEW FUTURE FOR MATTHEW KALUS THALER,,,REP,REPUBLICAN PARTY,MD,"THALER, MATTHEW KALUS",,,,,,,,,,,,,,,,,,
8938,SOLUTIONS START IN THE HOUSE,['P60003654'],C00496497,P,Presidential,"[2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2011-05-16,2016-08-25,2019-07-15,NEWT 2012,,,REP,REPUBLICAN PARTY,VA,"SWINDLE, TAYLOR O.",,,,,,,,,,,,,,,,,,
9245,,['P00005660'],C00632869,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2017-02-13,2017-02-13,2017-02-13,O'KEEFE FOR PRESIDENT 2020,,,DEM,DEMOCRATIC PARTY,PA,MICHAEL COSTELLO,,,,,,,,,,,,,,,,,,
9259,,['P80003239'],C00682609,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-07-06,2018-09-25,2018-09-25,OLE' SAVIOR/O SAVIOR US PRESIDENT CANDIDATE 2020 DEMOCRAT,,,DEM,DEMOCRATIC PARTY,MN,OLE' SAVIOR,,,,,,,,,,,,,,,,,,
9270,,['P60007671'],C00578658,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,T,2015-05-29,2015-05-29,2019-02-28,O'MALLEY FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,DC,TERRY LEE LIERMAN,,,,,,,,,,,,,,,,,,
9317,,['P00010173'],C00697243,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-19,2019-02-19,2019-04-11,ON MY ROAD TO THE WHITE HOUSE THE COMMITTEE TO ELECT VANESSA MCGEE-SMITHKEARNEY FOR PRESID,,,,,NC,VANESSA MCGEE-SMITH KEARNEY,,,,,,,,,,,,,,,,,,
9350,,['P00013193'],C00716209,P,Presidential,[2020],P,Principal campaign committee,Q,2019-08-15,2019-08-26,2019-08-26,OREN CLARK FOR PRESIDENT,,,NPA,NO PARTY AFFILIATION,NY,OREN S CLARK,,,,,,,,,,,,,,,,,,
9388,,['P00010801'],C00699389,P,Presidential,[2020],P,Principal campaign committee,Q,2019-03-18,2019-03-18,2019-03-18,OUR TIME IS NOW MITCHELL 2020,,,REP,REPUBLICAN PARTY,MA,DARIUS MITCHELL,,,,,,,,,,,,,,,,,,
9604,,['P00008284'],C00688044,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-09-24,2018-11-21,2018-11-21,PENNINGTON FOR PRESIDENT,,,IND,INDEPENDENT,VA,MICHELLE LEE PENNINGTON,,,,,,,,,,,,,,,,,,
9688,,['P00010363'],C00705376,P,Presidential,[2020],P,Principal campaign committee,Q,2019-05-06,2019-06-14,2019-06-14,"PETER A HOVIS (I), AKA RJ HAMSTER FOR PRESIDENT IN 2020",,,IND,INDEPENDENT,AZ,PETER ANTHONY HOVIS,,,,,,,,,,,,,,,,,,
9757,,['P00008839'],C00691907,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-11-19,2018-11-28,2018-12-19,PINKNEY BUTTS USA,,,OTH,OTHER,OH,REV PAMELA M PINKNEY BUTTS,,,,,,,,,,,,,,,,,,
9921,,['P00005595'],C00633446,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,,,,PRESIDENTIAL CANDIDATE GEORGE CLINTON BROWN,,,REP,REPUBLICAN PARTY,NV,"BIEBERS, THOMAS",,,,,,,,,,,,,,,,,,
9923,,['P60005717'],C00571489,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-01-06,2015-02-02,2017-04-16,PRESIDENTIAL COMMITTEE BISHOP JULIAN LEWIS JR,,,,,TX,JACQUELINE R BROWN,,,,,,,,,,,,,,,,,,
9949,,['P20004768'],C00628776,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2016-11-12,2019-05-06,2019-05-06,PRINCESS FOR PRESIDENT 2020,,,DEM,DEMOCRATIC PARTY,CA,PRES PRINCESS KHADIJAH M JACOB-FAMBRO,,,,,,,,,,,,,,,,,,
9966,,['P20004818'],C00708610,P,Presidential,[2020],P,Principal campaign committee,Q,2019-06-07,2019-06-07,2019-07-10,PRO 2020,,,UNK,UNKNOWN,PA,PAUL ROBERT O'NEILL,,,,,,,,,,,,,,,,,,
10190,MILLER REP. PAC,[],C00575001,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-04-01,2015-04-01,2015-04-01,RAYMOND M. MILLER  PRESIDENTIAL COMMITTEE,,,REP,REPUBLICAN PARTY,ID,"SAVAGE, MICHAEL",,,,,,,,,,,,,,,,,,
10192,,['P00009969'],C00696138,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-07,2019-03-18,2019-03-18,RAYNETTE KENNEDY WEISS FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,DC,JESSIE KENNEDY WEISS,,,,,,,,,,,,,,,,,,
10222,PILGRIM ALLIANCE PARTY OF AMERICA;THE,['P60005998'],C00570929,P,Presidential,"[2014, 2016, 2020]",P,Principal campaign committee,A,2014-12-12,2019-04-29,2019-04-29,REBUILDUSATODAY-HPAC,,,UNK,UNKNOWN,NY,ABBEY SAMUEL LARUEL-SMITH,,,,,,,,,,,,,,,,,,
10379,,[],C00614479,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2016-04-11,2016-04-11,2016-05-05,RESSA FOR AMERICA,,,IND,INDEPENDENT,IL,ALEXANDER RANDAL RESSA,,,,,,,,,,,,,,,,,,
10465,,['P20001376'],C00713677,P,Presidential,[2020],P,Principal campaign committee,Q,2019-07-25,2019-07-25,2019-08-22,RICHARDSON FOR PRESIDENT COMMITTEE,,,REF,REFORM PARTY,FL,DARCY G RICHARDSON,,,,,,,,,,,,,,,,,,
10478,SANTORUM FOR PRESIDENT,['P20002721'],C00496034,P,Presidential,"[2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2011-05-03,2018-01-11,2019-07-12,"RICK SANTORUM FOR PRESIDENT, INC. (2012)",,,REP,REPUBLICAN PARTY,PA,"ROTHMAN, GREG",,,,,,,,,,,,,,,,,,
10547,,['P20003349'],C00712042,P,Presidential,[2020],P,Principal campaign committee,Q,2019-07-12,2019-07-12,2019-08-11,ROBERTJORDAN2020.COM,,,DEM,DEMOCRATIC PARTY,CA, MICHAEL ALAN LINGIS,,,,,,,,,,,,,,,,,,
10578,,"['P60016342', 'S8CA00598']",C00588426,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-10-01,2018-07-31,2019-07-01,ROCKY 101 LLC,,,REP,REPUBLICAN PARTY,CA,"WENDROFF, STEVEN CPA",,,,,,,,,,,,,,,,,,
10614,"ROMNEY VICTORY, INC.",['P80003353'],C00431171,P,Presidential,"[2008, 2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2007-01-03,2017-01-23,2019-07-15,"ROMNEY FOR PRESIDENT, INC.",,,REP,REPUBLICAN PARTY,MA,"CRATE, BRADLEY",,,,,,,,,,,,,,,,,,
10617,RON BUSH 2020,['P00007104'],C00669564,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-02-12,2018-02-12,2018-02-12,RON BUSH FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,"GIBLER, STEPHEN",,,,,,,,,,,,,,,,,,
10629,,['P80000748'],C00495820,P,Presidential,"[2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2011-04-26,2013-10-10,2019-07-11,RON PAUL 2012 PRESIDENTIAL CAMPAIGN COMMITTEE INC.,,,REP,REPUBLICAN PARTY,TX,"PYEATT, LORI",,,,,,,,,,,,,,,,,,
10640,,[],C00579748,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-06-19,2015-06-19,2015-10-19,ROSEANNE & JAN THE TEAM WITH A PLAN,,,,,CA,JAN B TUCKER,,,,,,,,,,,,,,,,,,
10665,,['P00005207'],C00626853,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2016-10-03,2016-10-03,2016-10-25,ROUSE PRESIDENTIAL ELECTION,,,IND,INDEPENDENT,TN,DEBORAH ROUSE,,,,,,,,,,,,,,,,,,
10708,,['P00008102'],C00684829,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-09,2019-06-27,2019-07-25,RVB2020 COMMITTEE FOR RYAN VON BEVERN,,,DEM,DEMOCRATIC PARTY,KS,MATTHEW FORTNER,,,,,,,,,,,,,,,,,,
10713,,['P00006981'],C00671610,P,Presidential,"[2018, 2020]",P,Principal campaign committee,T,2018-02-28,2018-05-31,2019-05-09,RYAN A. FARBER FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,"FARBER, JESSIE",,,,,,,,,,,,,,,,,,
10821,"RICK SANTORUM FOR PRESIDENT, INC. (2012)",['P20002721'],C00578492,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-05-27,2018-01-10,2019-07-12,SANTORUM FOR PRESIDENT 2016,,,REP,REPUBLICAN PARTY,PA,"ROTHMAN, GREG",,,,,,,,,,,,,,,,,,
10895,,['P00003962'],C00385153,P,Presidential,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2001-09-21,2016-11-03,2019-07-15,SCHRINER PRESIDENTIAL ELECTION COMMITTEE,,,UNK,UNKNOWN,OH,LEE SCHRINER,,,,,,,,,,,,,,,,,,
10995,SEM VAN DER VEGTE FOR PRESIDENT,['P00006973'],C00667113,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-01-24,2019-01-21,2019-01-21,SEM VAN DER VEGTE FOR PRESIDENT,,,REP,REPUBLICAN PARTY,CA,"VAN DER VEGTE, SEM",,,,,,,,,,,,,,,,,,
11038,MOULTON LEADERSHIP FUND,['P00011866'],C00704510,P,Presidential,[2020],P,Principal campaign committee,Q,2019-04-29,2019-06-26,2019-08-24,"SETH MOULTON FOR AMERICA, INC.",,,DEM,DEMOCRATIC PARTY,MA,"TATTRIE, DARRYL",,,,,,,,,,,,,,,,,,
11068,,['P40002404'],C00384388,P,Presidential,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2003-01-21,2007-08-03,2019-07-31,SHARPTON 2004,,,DEM,DEMOCRATIC PARTY,VA,"RIVERA, ANDREW A.  ESQ.",,,,,,,,,,,,,,,,,,
11156,,['P80005838'],C00588848,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-10-06,2015-10-06,2015-10-06,SIMS4PRES.NET CANDIDATE GREGORY EVANS SIMS,,,,,TX,GREG SIMS,,,,,,,,,,,,,,,,,,
11185,,[],C00712430,P,Presidential,[2020],P,Principal campaign committee,Q,2019-07-16,2019-07-16,2019-07-16,SKYPAC2020,,,REP,REPUBLICAN PARTY,WI,HARLEN NELSON,,,,,,,,,,,,,,,,,,
11261,,['P60009495'],C00693036,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-12-21,2019-04-22,2019-05-02,SOULUTIONATOR EDEN'S GRASSROOTS U.S.A.,,,DEM,DEMOCRATIC PARTY,DC,SOLUTIONATOR COHEN EDEN,,,,,,,,,,,,,,,,,,
11414,,['P00011437'],C00702316,P,Presidential,[2020],P,Principal campaign committee,Q,2019-04-15,2019-04-22,2019-07-22,STEPHEN JAMES SCHRADER FOR PRESIDENT 2020,,,LIB,LIBERTARIAN PARTY,CA,JUDY MARQUEZ,,,,,,,,,,,,,,,,,,
11425,DAEHAMINGUK SHANIYA,['P00008193'],C00686162,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-26,2019-07-10,2019-08-05,STETSON HARDWICKFOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,NJ,"HARDWICK, VERA",,,,,,,,,,,,,,,,,,
11520,,['P00007997'],C00683359,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-07-23,2018-07-23,2018-08-15,STROUD POTUS,,,REP,REPUBLICAN PARTY,WA,DONNA HAN STROUD,,,,,,,,,,,,,,,,,,
11551,SUNOKELIJAHJEROMEWILSONHARRISON RAY WALTER ALLENSR FLORA ALLEN RAY WALTER ALLEN JR EMMA. KIM TASHIS HARRISON,['P00013235'],C00716712,P,Presidential,[2020],A,Authorized by a candidate,Q,2019-08-22,2019-08-30,2019-08-30,SUNOKELIJAHJEROMEWILSON RAYWALTERALLENJR EMMA KIM TASHIS HARRISON HEALTH CARE INC.,,,IND,INDEPENDENT,FL,"RAY.W.ALLENJREMMAKIM-TASH, SUNOKELIJAHJEROMEWIL WILSONHARRISON RAY.W.ALLE",,,,,,,,,,,,,,,,,,
11593,,['P00008128'],C00685271,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-10,2018-11-05,2019-02-05,SUSANNE ATANUS COMMITTEE TO ELECT FOR US PRESIDENT,,,DEM,DEMOCRATIC PARTY,IL,SUSANNE ATANUS,,,,,,,,,,,,,,,,,,
11825,,['P60018066'],C00636472,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2017-04-03,2017-04-03,2017-04-24,TECHNICIANS NOT POLITICIANS,,,IND,INDEPENDENT,OR,KEVIN DUANE WEST,,,,,,,,,,,,,,,,,,
12008,,[],C00572552,P,Presidential,"[2016, 2018, 2020]",P,Principal campaign committee,Q,2015-02-12,2015-02-12,2015-03-03,THE COMMITTEE FOR CHRISTOPHER DARREN HORN FOR PRESIDENT,,,NPA,NO PARTY AFFILIATION,IN,"HORN, CHRISTOPHER DARREN MR.",,,,,,,,,,,,,,,,,,
12016,,[],C00697508,P,Presidential,[2020],A,Authorized by a candidate,T,,,,THE COMMITTEE TO ELECT CANDACE,,,,,CA,"AVINA, CANDACE MARIE BATES",,,,,,,,,,,,,,,,,,
12100,,['P00008151'],C00685495,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2018-08-16,2018-08-21,2018-09-09,THE JANSON COMMITTEE OF HARLEM,,,REP,REPUBLICAN PARTY,NY,NORMAN WHITEHEAD,,,,,,,,,,,,,,,,,,
12147,WORLD PEACE PARTY,['P00011320'],C00701854,P,Presidential,[2020],P,Principal campaign committee,T,2019-04-10,2019-04-12,2019-07-11,THE PEOPLE FOR ANDREW HICKS 2020,,,UNK,UNKNOWN,MI,"HICKS, ANDREW LEE",,,,,,,,,,,,,,,,,,
12186,,['P20004081'],C00697060,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-19,2019-02-19,2019-04-08,THE RELUCTANT PATRIOT DAVID ANDREW CHRISTENSON (TRPDAC2),,,,,FL,DAVID ANDREW CHRISTENSON,,,,,,,,,,,,,,,,,,
12294,,['P60003175'],C00492892,P,Presidential,"[2012, 2014, 2016, 2018, 2020]",A,Authorized by a candidate,Q,2011-02-03,2012-10-22,2017-02-27,TIM KALEMKARIAN P16 COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY CHARLES KALEMKARIAN,,,,,,,,,,,,,,,,,,
12295,,['P60003175'],C00541896,P,Presidential,"[2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2013-02-19,2018-09-19,2019-09-09,TIM KALEMKARIAN P20 COMMITTEE,,,,,CA,TIMOTHY CHARLES KALEMKARIAN,,,,,,,,,,,,,,,,,,
12300,,['P60012218'],C00676643,P,Presidential,"[2018, 2020]",A,Authorized by a candidate,Q,2018-04-18,2018-04-18,2018-07-01,TIMMY STRICKLAND FOR PRESIDENT,,,IND,INDEPENDENT,NC,TIMMY WAYNE STRICKLAND,,,,,,,,,,,,,,,,,,
12348,,['P60017456'],C00662759,P,Presidential,"[2018, 2020]",P,Principal campaign committee,Q,2017-12-07,2019-03-25,2019-03-25,TOLBERT FOR AMERICA,,,DEM,DEMOCRATIC PARTY,GA,ROBERT TOLBERT,,,,,,,,,,,,,,,,,,
55869,,['P20001954'],C00462390,P,Presidential,"[2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2009-05-28,2009-06-04,2015-08-10,007 GO GODWIN COMMITTEE,,,DEM,DEMOCRATIC PARTY,VA,EDEAN BUNDICK,,,,,,,,,,,,,,,,,,
55870,,['P40001687'],C00184689,P,Presidential,[1984],P,Principal campaign committee,A,1984-05-15,1984-05-15,1984-05-15,1776 COMMITTEE,,,DEM,DEMOCRATIC PARTY,TX,RICHARD PENA,,,,,,,,,,,,,,,,,,
55871,,['P20000030'],C00032052,P,Presidential,"[1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",A,Authorized by a candidate,A,1975-03-12,1988-01-19,1995-03-09,1972 CAMPAIGN LIQUIDATION TRUST (NIXON 1972 COMMITTEE),,,,,VA,PAUL E. BARRICK,,,,,,,,,,,,,,,,,,
55872,,['P60000247'],C00111245,P,Presidential,"[1980, 1982, 1984]",A,Authorized by a candidate,T,1979-07-10,1982-10-01,1982-10-01,"1976 DEMOCRATIC PRESIDENTIAL CAMPAIGN COMMITTEE,INC (COMPLIANCE FUND)",,,,,GA,ROBERT J LIPSHUTZ,,,,,,,,,,,,,,,,,,
55873,,['P60000247'],C00048587,P,Presidential,"[1976, 1978, 1980, 1982]",A,Authorized by a candidate,T,1976-07-20,1977-03-29,1981-04-28,"1976 DEMOCRATIC PRESIDENTIAL CAMPAIGN COMMITTEE, INC. (PCC-1976 GENERAL ELECTION)",,,DEM,DEMOCRATIC PARTY,GA,ROBERT J. LIPSHUTZ,,,,,,,,,,,,,,,,,,
55874,,"['P00000232', 'P00000406', 'P00000414', 'P00000430', 'P00000489', 'P60000668']",C00128306,P,Presidential,"[1980, 1982]",J,Joint fundraising committee,T,1980-05-16,1980-06-20,1981-10-07,1980 REPUBLICAN PRESIDENTIAL UNITY CMTE,,,,,DC,STAN HUCKABY,,,,,,,,,,,,,,,,,,
55875,,"['P00000232', 'P00000414', 'P00000430', 'P00000489']",C00128272,P,Presidential,"[1980, 1982]",J,Joint fundraising committee,T,1980-05-16,1980-05-16,1981-03-16,1980 UNITED REPUBLICAN COMMITTEE,,,REP,REPUBLICAN PARTY,DC,STAN HUCKABY,,,,,,,,,,,,,,,,,,
